,unique.cellid,cellosaurus.name,Cellosaurus.Accession.id,PharmacoDB.id,cello_NCItd_1,cello_diseaseType,cello_NCItd_2,cello_diseaseType_2,cello_NCItd_3,cello_diseaseType_3,onco_name,onco_mainType,onco_tissue
543,HN-5,HN-5,NA,NA,C4648,Tongue squamous cell carcinoma,NA,NA,NA,NA,Head and Neck Squamous Cell Carcinoma (HNSC),Head and Neck Cancer,Head and Neck
544,HNT-34,HNT-34,CVCL_2071,HNT34_558_2019,C9154,Adult acute myeloid leukemia,NA,NA,NA,NA,Acute Myeloid Leukemia (AML),Acute Myeloid Leukemia,Myeloid
545,HO-1-N-1,HO-1-N-1,CVCL_1284,HO1N1_559_2019,C4040,Buccal mucosa squamous cell carcinoma,NA,NA,NA,NA,Head and Neck Squamous Cell Carcinoma (HNSC),Head and Neck Cancer,Head and Neck
546,HO-1-u-1,HO-1-u-1,CVCL_2784,HO1u1_560_2019,C4041,Floor of mouth squamous cell carcinoma,NA,NA,NA,NA,Oral Cavity Squamous Cell Carcinoma (OCSC),Head and Neck Cancer,Head and Neck
547,HOP-62,HOP-62,CVCL_1285,HOP62_561_2019,C3512,Lung adenocarcinoma,NA,NA,NA,NA,Lung Adenocarcinoma,Non-Small Cell Lung Cancer,Lung
548,HOP-92,HOP-92,CVCL_1286,HOP92_562_2019,C2926,Non-small cell lung carcinoma,NA,NA,NA,NA,Non-Small Cell Lung Cancer,Non-Small Cell Lung Cancer,Lung
549,HOS,HOS,CVCL_0312,HOS_563_2019,C9145,Osteosarcoma,NA,NA,NA,NA,Osteosarcoma,Bone Cancer,Bone
550,HPAC,HPAC,CVCL_3517,HPAC_564_2019,C8294,Pancreatic adenocarcinoma,NA,NA,NA,NA,Pancreatic Adenocarcinoma,Pancreatic Cancer,Pancreas
551,HPAF-II,HPAF-II,CVCL_0313,HPAFII_565_2019,C9120,Pancreatic ductal adenocarcinoma,NA,NA,NA,NA,Pancreatic Adenocarcinoma (PAAD),Pancreatic Adenocarcinoma,Pancreas
552,HPB-ALL,HPB-ALL,CVCL_1820,HPBALL_566_2019,C7953,Childhood T acute lymphoblastic leukemia,NA,NA,NA,NA,Early T-Cell Precursor Lymphoblastic Leukemia (ETPLL),T-Lymphoblastic Leukemia/Lymphoma,Lymphoid
553,HRT-18,HRT-18,CVCL_2514,HRT18_567_2019,C4349,Colon adenocarcinoma,NA,NA,NA,NA,Colon Adenocarcinoma,Colorectal Cancer,Bowel
554,Hs 172.T,Hs 172.T,CVCL_0660,Hs172.T_568_2019,C4912,Bladder carcinoma,NA,NA,NA,NA,NA,NA,Bladder/Urinary Tract
555,Hs 229.T,Hs 229.T,CVCL_0698,Hs229.T_569_2019,C3512,Lung adenocarcinoma,NA,NA,NA,NA,Lung Adenocarcinoma,Non-Small Cell Lung Cancer,Lung
556,Hs 255.T,Hs 255.T,CVCL_0707,Hs255.T_570_2019,C2955,Colorectal carcinoma,NA,NA,NA,NA,Colorectal Adenocarcinoma (COADREAD),Colorectal Cancer,Bowel
557,Hs 274.T,Hs 274.T,CVCL_0711,Hs274.T_571_2019,C4872,Breast carcinoma,NA,NA,NA,NA,Breast,"Breast Cancer, NOS",Breast
558,Hs 281.T,Hs 281.T,CVCL_0715,Hs281.T_572_2019,C4872,Breast carcinoma,NA,NA,NA,NA,Breast,"Breast Cancer, NOS",Breast
559,Hs 294T,Hs 294T,CVCL_0331,Hs294T_573_2019,C3224,Melanoma,NA,NA,NA,NA,Melanoma,Melanoma,Skin
560,Hs 343.T,Hs 343.T,CVCL_0726,Hs343.T_574_2019,C4872,Breast carcinoma,NA,NA,NA,NA,Breast,"Breast Cancer, NOS",Breast
561,Hs 38.T,Hs 38.T,CVCL_0735,Hs38.T_575_2019,C8110,Ovarian teratoma,NA,NA,NA,NA,Ovarian Germ Cell Tumor (OGCT),Germ Cell Tumor,Ovary/Fallopian Tube
562,Hs 445,NA,CVCL_0761,Hs445_613_2019,NA,NA,NA,NA,NA,NA,NA,NA,NA
563,Hs 571.T,Hs 571.T,CVCL_0802,Hs571.T_576_2019,C4908,Ovarian carcinoma,NA,NA,NA,NA,Ovary/Fallopian Tube,"Ovarian/Fallopian Tube Cancer, NOS",Ovary/Fallopian Tube
564,Hs 578Bst,NA,CVCL_0807,HS578BST_617_2019,NA,NA,NA,NA,NA,NA,NA,NA,NA
565,Hs 578T,Hs 578T,CVCL_0332,Hs578T_614_2019,C4194,"Invasive ductal carcinoma, not otherwise specified",NA,NA,NA,NA,Breast Invasive Ductal Carcinoma,Breast Cancer,Breast
566,Hs 600.T,Hs 600.T,CVCL_0814,Hs600.T_577_2019,C3224,Melanoma,NA,NA,NA,NA,Melanoma,Melanoma,Skin
567,Hs 604.T,Hs 604.T,CVCL_0816,Hs604.T_578_2019,C9357,Hodgkin lymphoma,NA,NA,NA,NA,Hodgkin Lymphoma,Hodgkin Lymphoma,Lymphoid
568,Hs 606.T,Hs 606.T,CVCL_0819,Hs606.T_579_2019,C4872,Breast carcinoma,NA,NA,NA,NA,Breast,"Breast Cancer, NOS",Breast
569,Hs 611.T,Hs 611.T,CVCL_0823,Hs611.T_580_2019,C9357,Hodgkin lymphoma,NA,NA,NA,NA,Hodgkin Lymphoma,Hodgkin Lymphoma,Lymphoid
570,Hs 616.T,Hs 616.T,CVCL_0825,Hs616.T_581_2019,C9357,Hodgkin lymphoma,NA,NA,NA,NA,Hodgkin Lymphoma,Hodgkin Lymphoma,Lymphoid
571,Hs 618.T,Hs 618.T,CVCL_0827,Hs618.T_582_2019,C3512,Lung adenocarcinoma,NA,NA,NA,NA,Lung Adenocarcinoma,Non-Small Cell Lung Cancer,Lung
572,Hs 633.T,Hs 633.T,CVCL_0832,Hs633T_615_2019,C3043,Fibrosarcoma,NA,NA,NA,NA,Fibrosarcoma,Soft Tissue Sarcoma,Soft Tissue
573,Hs 675.T,Hs 675.T,CVCL_0836,Hs675.T_583_2019,C2955,Colorectal carcinoma,NA,NA,NA,NA,Colorectal Adenocarcinoma (COADREAD),Colorectal Cancer,Bowel
574,Hs 683,Hs 683,CVCL_0844,Hs683_584_2019,C3288,Oligodendroglioma,NA,NA,NA,NA,Oligodendroglioma,Glioma,CNS/Brain
575,Hs 688(A).T,Hs 688(A).T,CVCL_0846,Hs688(A).T_585_2019,C3224,Melanoma,NA,NA,NA,NA,Melanoma,Melanoma,Skin
576,Hs 695T,Hs 695T,CVCL_0851,Hs69ST_588_2019,C3802,Amelanotic melanoma,NA,NA,NA,NA,Melanoma (MEL),Melanoma,Skin
577,Hs 698.T,Hs 698.T,CVCL_0855,Hs698.T_587_2019,C2955,Colorectal carcinoma,NA,NA,NA,NA,Colorectal Adenocarcinoma (COADREAD),Colorectal Cancer,Bowel
578,Hs 706.T,Hs 706.T,CVCL_0863,Hs706.T_589_2019,C4304,Malignant giant cell tumor of bone,NA,NA,NA,NA,Giant Cell Tumor of Bone (GCTB),Bone Cancer,Bone
579,Hs 729.T,Hs 729.T,CVCL_0871,Hs729_590_2019,C8971,Embryonal rhabdomyosarcoma,NA,NA,NA,NA,Embryonal Rhabdomyosarcoma,Soft Tissue Sarcoma,Soft Tissue
580,Hs 737.T,Hs 737.T,CVCL_0878,Hs737.T_591_2019,C4304,Malignant giant cell tumor of bone,NA,NA,NA,NA,Giant Cell Tumor of Bone (GCTB),Bone Cancer,Bone
581,Hs 739.T,Hs 739.T,CVCL_0882,Hs739.T_592_2019,C4872,Breast carcinoma,NA,NA,NA,NA,Breast,"Breast Cancer, NOS",Breast
582,Hs 742.T,Hs 742.T,CVCL_0888,Hs742.T_593_2019,C4872,Breast carcinoma,NA,NA,NA,NA,Breast,"Breast Cancer, NOS",Breast
583,Hs 746.T,Hs 746.T,CVCL_0333,Hs746T_594_2019,C4004,Gastric adenocarcinoma,NA,NA,NA,NA,Stomach Adenocarcinoma,Esophagogastric Cancer,Esophagus/Stomach
584,Hs 751.T,Hs 751.T,CVCL_0891,Hs751.T_595_2019,C9357,Hodgkin lymphoma,NA,NA,NA,NA,Hodgkin Lymphoma,Hodgkin Lymphoma,Lymphoid
585,Hs 766T,Hs 766T,CVCL_0334,Hs766T_596_2019,C8294,Pancreatic adenocarcinoma,NA,NA,NA,NA,Pancreatic Adenocarcinoma,Pancreatic Cancer,Pancreas
586,Hs 819.T,Hs 819.T,CVCL_0928,Hs819.T_597_2019,C2946,Chondrosarcoma,NA,NA,NA,NA,Chondrosarcoma,Bone Cancer,Bone
587,Hs 821.T,Hs 821.T,CVCL_0932,Hs821.T_598_2019,C4304,Malignant giant cell tumor of bone,NA,NA,NA,NA,Giant Cell Tumor of Bone (GCTB),Bone Cancer,Bone
588,Hs 822.T,Hs 822.T,CVCL_0933,Hs822.T_599_2019,C4817,Ewing sarcoma,NA,NA,NA,NA,Ewing Sarcoma,Bone Cancer,Bone
589,Hs 834.T,Hs 834.T,CVCL_0938,Hs834.T_600_2019,C3224,Melanoma,NA,NA,NA,NA,Melanoma,Melanoma,Skin
590,Hs 839.T,Hs 839.T,CVCL_0941,Hs839.T_601_2019,C3224,Melanoma,NA,NA,NA,NA,Melanoma,Melanoma,Skin
591,Hs 840.T,Hs 840.T,CVCL_0942,Hs840.T_602_2019,C3712,Squamous papilloma,NA,NA,NA,NA,NA,NA,NA
592,Hs 852.T,Hs 852.T,CVCL_0950,Hs852.T_603_2019,C3224,Melanoma,NA,NA,NA,NA,Melanoma,Melanoma,Skin
593,Hs 863.T,Hs 863.T,CVCL_0959,Hs863.T_604_2019,C4817,Ewing sarcoma,NA,NA,NA,NA,Ewing Sarcoma,Bone Cancer,Bone
594,Hs 870.T,Hs 870.T,CVCL_0966,Hs870.T_605_2019,C9145,Osteosarcoma,NA,NA,NA,NA,Osteosarcoma,Bone Cancer,Bone
595,Hs 888.Lu,NA,CVCL_0977,HS888LU_618_2019,NA,NA,NA,NA,NA,NA,NA,NA,NA
596,Hs 888.T,Hs 888.T,CVCL_0979,Hs888.T_606_2019,C9145,Osteosarcoma,NA,NA,NA,NA,Osteosarcoma,Bone Cancer,Bone
597,Hs 895.T,Hs 895.T,CVCL_0993,Hs895.T_607_2019,C3224,Melanoma,NA,NA,NA,NA,Melanoma,Melanoma,Skin
598,Hs 934.T,Hs 934.T,CVCL_1031,Hs934.T_608_2019,C3224,Melanoma,NA,NA,NA,NA,Melanoma,Melanoma,Skin
599,Hs 936.T,Hs 936.T,CVCL_1033,Hs936.T_609_2019,C3224,Melanoma,NA,NA,NA,NA,Melanoma,Melanoma,Skin
600,Hs 939.T,Hs 939.T,CVCL_1036,Hs939.T_610_2019,C3224,Melanoma,NA,NA,NA,NA,Melanoma,Melanoma,Skin
601,Hs 940.T,Hs 940.T,CVCL_1038,Hs940.T_611_2019,C3510,Cutaneous melanoma,NA,NA,NA,NA,Cutaneous Melanoma,Melanoma,Skin
602,Hs 944.T,Hs 944.T,CVCL_1040,Hs944.T_612_2019,C3510,Cutaneous melanoma,NA,NA,NA,NA,Cutaneous Melanoma,Melanoma,Skin
603,HS-Sultan,HS-Sultan,CVCL_2516,HSSultan_616_2019,C27694,Epstein-Barr virus-related Burkitt lymphoma,NA,NA,NA,NA,Non-Hodgkin Lymphoma (NHL),Non-Hodgkin Lymphoma,Lymphoid
604,HSC-2,HSC-2,CVCL_1287,HSC2_619_2019,C4833,Oral cavity squamous cell carcinoma,NA,NA,NA,NA,Oral Cavity Squamous Cell Carcinoma,Head and Neck Cancer,Head and Neck
605,HSC-3,HSC-3,CVCL_1288,HSC3_620_2019,C4648,Tongue squamous cell carcinoma,NA,NA,NA,NA,Head and Neck Squamous Cell Carcinoma (HNSC),Head and Neck Cancer,Head and Neck
606,HSC-39,HSC-39,CVCL_A385,HSC39_621_2019,C5250,Signet ring cell gastric adenocarcinoma,NA,NA,NA,NA,Signet Ring Cell Carcinoma of the Stomach,Esophagogastric Cancer,Esophagus/Stomach
607,HSC-4,HSC-4,CVCL_1289,HSC4_622_2019,C4648,Tongue squamous cell carcinoma,NA,NA,NA,NA,Head and Neck Squamous Cell Carcinoma (HNSC),Head and Neck Cancer,Head and Neck
608,HT,HT,CVCL_1290,HT_624_2019,C36080,Diffuse large B-cell lymphoma germinal center B-cell type,NA,NA,NA,NA,Germinal Center B-Cell Type (GCB),Mature B-Cell Neoplasms,Lymphoid
609,HT-1080,HT-1080,CVCL_0317,HT1080_625_2019,C3043,Fibrosarcoma,NA,NA,NA,NA,Fibrosarcoma,Soft Tissue Sarcoma,Soft Tissue
610,HT-1197,HT-1197,CVCL_1291,HT1197_627_2019,C7899,Recurrent bladder carcinoma,NA,NA,NA,NA,Bladder/Urinary Tract,"Bladder/Urinary Tract Cancer, NOS",Bladder/Urinary Tract
611,HT-1376,HT-1376,CVCL_1292,HT1376_628_2019,C4912,Bladder carcinoma,NA,NA,NA,NA,NA,NA,Bladder/Urinary Tract
612,HT-144,HT-144,CVCL_0318,HT144_629_2019,C3224,Melanoma,NA,NA,NA,NA,Melanoma,Melanoma,Skin
613,HT-29,HT-29,CVCL_0320,HT29_630_2019,C4349,Colon adenocarcinoma,NA,NA,NA,NA,Colon Adenocarcinoma,Colorectal Cancer,Bowel
614,HT-3,HT-3,CVCL_1293,HT3_631_2019,C9039,Cervical carcinoma,NA,NA,NA,NA,Cervix,"Cervical Cancer, NOS",Cervix
615,HT-55,HT-55,CVCL_1294,HT55_632_2019,C4910,Colon carcinoma,NA,NA,NA,NA,Bowel,"Bowel Cancer, NOS",Bowel
616,HT115,HT115,CVCL_2520,HT115_626_2019,C4910,Colon carcinoma,NA,NA,NA,NA,Bowel,"Bowel Cancer, NOS",Bowel
617,HTC-C3,HTC-C3,CVCL_1295,HTCC3_633_2019,C3878,Thyroid gland undifferentiated (anaplastic) carcinoma,NA,NA,NA,NA,Anaplastic Thyroid Cancer,Thyroid Cancer,Thyroid
618,HTK-,HTK-,CVCL_2522,HTK_634_2019,C9145,Osteosarcoma,NA,NA,NA,NA,Osteosarcoma,Bone Cancer,Bone
619,HuCC-T1,HuCC-T1,CVCL_0324,HuCCT1_635_2019,C35417,Intrahepatic cholangiocarcinoma,NA,NA,NA,NA,Intrahepatic Cholangiocarcinoma,Hepatobiliary Cancer,Biliary Tract
620,HuG1-N,HuG1-N,CVCL_4846,HuG1N_636_2019,C5473,Gastric tubular adenocarcinoma,NA,NA,NA,NA,Tubular Stomach Adenocarcinoma,Esophagogastric Cancer,Esophagus/Stomach
621,HuH-1,HuH-1,CVCL_2956,huH1_637_2019,C3099,Hepatocellular carcinoma,NA,NA,NA,NA,Hepatocellular Carcinoma,Hepatobiliary Cancer,Liver
622,HuH-28,HuH-28,CVCL_2955,HuH28_638_2019,C35417,Intrahepatic cholangiocarcinoma,NA,NA,NA,NA,Intrahepatic Cholangiocarcinoma,Hepatobiliary Cancer,Biliary Tract
623,HuH-6 Clone 5,HuH-6 Clone 5,CVCL_1296,HUH6clone5_639_2019,C3728,Hepatoblastoma,NA,NA,NA,NA,Hepatoblastoma,Hepatobiliary Cancer,Liver
624,Huh-7,Huh-7,CVCL_0336,HuH7_640_2019,C3099,Hepatocellular carcinoma,NA,NA,NA,NA,Hepatocellular Carcinoma,Hepatobiliary Cancer,Liver
625,HuNS1,NA,CVCL_2526,HuNS1_641_2019,NA,NA,NA,NA,NA,NA,NA,NA,NA
626,HuO-3N1,HuO-3N1,CVCL_1297,HuO3N1_642_2019,C9145,Osteosarcoma,NA,NA,NA,NA,Osteosarcoma,Bone Cancer,Bone
627,HuO9,HuO9,CVCL_1298,HuO9_643_2019,C9145,Osteosarcoma,NA,NA,NA,NA,Osteosarcoma,Bone Cancer,Bone
628,HuP-T3,HuP-T3,CVCL_1299,HuPT3_644_2019,C8294,Pancreatic adenocarcinoma,NA,NA,NA,NA,Pancreatic Adenocarcinoma,Pancreatic Cancer,Pancreas
629,HuP-T4,HuP-T4,CVCL_1300,HuPT4_645_2019,C8294,Pancreatic adenocarcinoma,NA,NA,NA,NA,Pancreatic Adenocarcinoma,Pancreatic Cancer,Pancreas
630,HuT 102,HuT 102,CVCL_3526,HuT102_646_2019,C9265,Mycosis fungoides and Sezary syndrome,NA,NA,NA,NA,Mycosis Fungoides (MYCF),Mature T and NK Neoplasms,Lymphoid
631,HuT 78,HuT 78,CVCL_0337,HuT78_647_2019,C9265,Mycosis fungoides and Sezary syndrome,NA,NA,NA,NA,Mycosis Fungoides (MYCF),Mature T and NK Neoplasms,Lymphoid
632,HuTu 80,HuTu 80,CVCL_1301,HUTU80_648_2019,C7889,Duodenal adenocarcinoma,NA,NA,NA,NA,Duodenal Adenocarcinoma,Small Bowel Cancer,Bowel
633,I 9.2,I 9.2,CVCL_3725,I92_649_2019,C7953,Childhood T acute lymphoblastic leukemia,NA,NA,NA,NA,Early T-Cell Precursor Lymphoblastic Leukemia (ETPLL),T-Lymphoblastic Leukemia/Lymphoma,Lymphoid
634,IA-LM,IA-LM,CVCL_1302,IALM_650_2019,C4450,Large cell lung carcinoma,NA,NA,NA,NA,Large Cell Lung Carcinoma,Non-Small Cell Lung Cancer,Lung
635,IGR-1,IGR-1,CVCL_1303,IGR1_651_2019,C3224,Melanoma,NA,NA,NA,NA,Melanoma,Melanoma,Skin
636,IGR-37,IGR-37,CVCL_2075,IGR37_652_2019,C3224,Melanoma,NA,NA,NA,NA,Melanoma,Melanoma,Skin
637,IGR-39,IGR-39,CVCL_2076,IGR39_653_2019,C3224,Melanoma,NA,NA,NA,NA,Melanoma,Melanoma,Skin
638,IGROV-1,IGROV-1,CVCL_1304,IGROV1_654_2019,C7979,Ovarian endometrioid adenocarcinoma,NA,NA,NA,NA,Endometrioid Ovarian Cancer,Ovarian Cancer,Ovary/Fallopian Tube
639,IHH-4,IHH-4,CVCL_2960,IHH4_655_2019,C4035,Thyroid gland papillary carcinoma,NA,NA,NA,NA,Papillary Thyroid Cancer,Thyroid Cancer,Thyroid
640,IM-9,NA,CVCL_1305,IM9_656_2019,NA,NA,NA,NA,NA,NA,NA,NA,NA
641,IM95,IM95,CVCL_2961,IM95_657_2019,C4004,Gastric adenocarcinoma,NA,NA,NA,NA,Stomach Adenocarcinoma,Esophagogastric Cancer,Esophagus/Stomach
642,IM95m,IM95m,CVCL_2962,IM95m_658_2019,C4004,Gastric adenocarcinoma,NA,NA,NA,NA,Stomach Adenocarcinoma,Esophagogastric Cancer,Esophagus/Stomach
643,IMR-32,IMR-32,CVCL_0346,IMR32_659_2019,C3270,Neuroblastoma,NA,NA,NA,NA,Neuroblastoma,Peripheral Nervous System,Peripheral Nervous System
644,IMR-5,IMR-5,CVCL_1306,IMR5_660_2019,C3270,Neuroblastoma,NA,NA,NA,NA,Neuroblastoma,Peripheral Nervous System,Peripheral Nervous System
645,IOMM-Lee,IOMM-Lee,CVCL_5779,IOMMLee_661_2019,C3230,Meningioma,NA,NA,NA,NA,Meningioma,CNS Cancer,CNS/Brain
646,IOSE-364,NA,CVCL_5540,IOSE364_662_2019,NA,NA,NA,NA,NA,NA,NA,NA,NA
647,IOSE-397,NA,CVCL_5541,IOSE397_663_2019,NA,NA,NA,NA,NA,NA,NA,NA,NA
648,IOSE-523,NA,CVCL_E234,IOSE523_664_2019,NA,NA,NA,NA,NA,NA,NA,NA,NA
649,IOSE-75-16SV40,NA,CVCL_EQ74,IOSE7516SV40_665_2019,NA,NA,NA,NA,NA,NA,NA,NA,NA
650,IPC-298,IPC-298,CVCL_1307,IPC298_666_2019,C3510,Cutaneous melanoma,NA,NA,NA,NA,Cutaneous Melanoma,Melanoma,Skin
651,Ishikawa,Ishikawa,CVCL_2529,Ishikawa_667_2019,C7359,Endometrial adenocarcinoma,NA,NA,NA,NA,Endometrial Carcinoma (UCEC),Endometrial Cancer,Uterus
652,Ishikawa (Heraklio) 02 ER-,Ishikawa (Heraklio) 02 ER-,CVCL_6543,Ishikawa(Heraklio)02ER_668_2019,C7359,Endometrial adenocarcinoma,NA,NA,NA,NA,Endometrial Carcinoma (UCEC),Endometrial Cancer,Uterus
653,IST-MEL1,IST-MEL1,CVCL_1308,ISTMEL1_669_2019,C3224,Melanoma,NA,NA,NA,NA,Melanoma,Melanoma,Skin
654,IST-Mes1,IST-Mes1,CVCL_1311,ISTMES1_670_2019,C45662,Pleural epithelioid mesothelioma,NA,NA,NA,NA,"Pleural Mesothelioma, Epithelioid Type (PLEMESO)",Mesothelioma,Pleura
655,IST-Mes2,IST-Mes2,CVCL_1312,ISTMES2_671_2019,C45662,Pleural epithelioid mesothelioma,NA,NA,NA,NA,"Pleural Mesothelioma, Epithelioid Type (PLEMESO)",Mesothelioma,Pleura
656,IST-SL1,IST-SL1,CVCL_1313,ISTSL1_672_2019,C4917,Small cell lung carcinoma,NA,NA,NA,NA,Small Cell Lung Cancer,Small Cell Lung Cancer,Lung
657,IST-SL2,IST-SL2,CVCL_1314,ISTSL2_673_2019,C4917,Small cell lung carcinoma,NA,NA,NA,NA,Small Cell Lung Cancer,Small Cell Lung Cancer,Lung
658,ITO-II,ITO-II,NA,NA,C6341,Testicular embryonal carcinoma,NA,NA,NA,NA,Embryonal Carcinoma,Germ Cell Tumor,Testis
659,J.RT3-T3.5,J.RT3-T3.5,CVCL_1316,JRT3T35_674_2019,C7953,Childhood T acute lymphoblastic leukemia,NA,NA,NA,NA,Early T-Cell Precursor Lymphoblastic Leukemia (ETPLL),T-Lymphoblastic Leukemia/Lymphoma,Lymphoid
660,J82,J82,CVCL_0359,J82_675_2019,C4912,Bladder carcinoma,NA,NA,NA,NA,NA,NA,Bladder/Urinary Tract
661,JAR,JAR,CVCL_0360,JAR_676_2019,C4646,Gestational choriocarcinoma,NA,NA,NA,NA,Choriocarcinoma (UCCA),Gestational Trophoblastic Disease,Uterus
662,JEG-3,JEG-3,CVCL_0363,JEG3_677_2019,C4646,Gestational choriocarcinoma,NA,NA,NA,NA,Choriocarcinoma (UCCA),Gestational Trophoblastic Disease,Uterus
663,JeKo-1,JeKo-1,CVCL_1865,JeKo1_678_2019,C4337,Mantle cell lymphoma,NA,NA,NA,NA,Mantle Cell Lymphoma,Mature B-Cell Neoplasms,Lymphoid
664,JH-EsoAd1,JH-EsoAd1,CVCL_8098,JHEsoAd1_679_2019,C7027,Barrett adenocarcinoma,NA,NA,NA,NA,Esophagus/Stomach,"Esophageal/Stomach Cancer, NOS",Esophagus/Stomach
665,JHH-1,JHH-1,CVCL_2785,JHH1_680_2019,C3099,Hepatocellular carcinoma,NA,NA,NA,NA,Hepatocellular Carcinoma,Hepatobiliary Cancer,Liver
666,JHH-2,JHH-2,CVCL_2786,JHH2_681_2019,C3099,Hepatocellular carcinoma,NA,NA,NA,NA,Hepatocellular Carcinoma,Hepatobiliary Cancer,Liver
667,JHH-4,JHH-4,CVCL_2787,JHH4_682_2019,C3099,Hepatocellular carcinoma,NA,NA,NA,NA,Hepatocellular Carcinoma,Hepatobiliary Cancer,Liver
668,JHH-5,JHH-5,CVCL_0364,JHH5_683_2019,C3099,Hepatocellular carcinoma,NA,NA,NA,NA,Hepatocellular Carcinoma,Hepatobiliary Cancer,Liver
669,JHH-6,JHH-6,CVCL_2788,JHH6_684_2019,C3099,Hepatocellular carcinoma,NA,NA,NA,NA,Hepatocellular Carcinoma,Hepatobiliary Cancer,Liver
670,JHH-7,JHH-7,CVCL_2805,JHH7_685_2019,C3099,Hepatocellular carcinoma,NA,NA,NA,NA,Hepatocellular Carcinoma,Hepatobiliary Cancer,Liver
671,JHOC-5,JHOC-5,CVCL_4640,JHOC5_686_2019,C40078,Ovarian clear cell adenocarcinoma,NA,NA,NA,NA,Clear Cell Ovarian Cancer (CCOV),Ovarian Cancer,Ovary/Fallopian Tube
672,JHOM-1,JHOM-1,CVCL_4644,JHOM1_687_2019,C5243,Ovarian mucinous adenocarcinoma,NA,NA,NA,NA,Ovarian Seromucinous Adenoma (OSMAD),Ovarian Cancer,Ovary/Fallopian Tube
673,JHOM-2B,JHOM-2B,CVCL_4645,JHOM2B_688_2019,C5243,Ovarian mucinous adenocarcinoma,NA,NA,NA,NA,Ovarian Seromucinous Adenoma (OSMAD),Ovarian Cancer,Ovary/Fallopian Tube
674,JHOS-2,JHOS-2,CVCL_4647,JHOS2_689_2019,C105555,High grade ovarian serous adenocarcinoma,NA,NA,NA,NA,High-Grade Serous Ovarian Cancer,Ovarian Cancer,Ovary/Fallopian Tube
675,JHOS-3,JHOS-3,CVCL_4648,JHOS3_690_2019,C7550,Ovarian serous adenocarcinoma,NA,NA,NA,NA,Serous Ovarian Cancer,Ovarian Cancer,Ovary/Fallopian Tube
676,JHOS-4,JHOS-4,CVCL_4649,JHOS4_691_2019,C105555,High grade ovarian serous adenocarcinoma,NA,NA,NA,NA,High-Grade Serous Ovarian Cancer,Ovarian Cancer,Ovary/Fallopian Tube
677,JHU-011,JHU-011,CVCL_5986,JHU011_692_2019,C4044,Laryngeal squamous cell carcinoma,NA,NA,NA,NA,Larynx Squamous Cell Carcinoma,Head and Neck Cancer,Head and Neck
678,JHU-013,JHU-013,CVCL_5988,JHU013_693_2019,C4043,Hypopharyngeal squamous cell carcinoma,NA,NA,NA,NA,Hypopharynx Squamous Cell Carcinoma,Head and Neck Cancer,Head and Neck
679,JHU-019,JHU-019,CVCL_5989,JHU019_694_2019,C4863,Prostate carcinoma,NA,NA,NA,NA,Prostate,"Prostate Cancer, NOS",Prostate
680,JHU-022,JHU-022,CVCL_5991,JHU022_695_2019,C4044,Laryngeal squamous cell carcinoma,NA,NA,NA,NA,Larynx Squamous Cell Carcinoma,Head and Neck Cancer,Head and Neck
681,JHU-028,JHU-028,CVCL_5992,JHU028_696_2019,C3512,Lung adenocarcinoma,NA,NA,NA,NA,Lung Adenocarcinoma,Non-Small Cell Lung Cancer,Lung
682,JHU-029,JHU-029,CVCL_5993,JHU029_697_2019,C4044,Laryngeal squamous cell carcinoma,NA,NA,NA,NA,Larynx Squamous Cell Carcinoma,Head and Neck Cancer,Head and Neck
683,JHUEM-1,JHUEM-1,CVCL_4655,JHUEM1_698_2019,C7359,Endometrial adenocarcinoma,NA,NA,NA,NA,Endometrial Carcinoma (UCEC),Endometrial Cancer,Uterus
684,JHUEM-2,JHUEM-2,CVCL_4656,JHUEM2_699_2019,C7359,Endometrial adenocarcinoma,NA,NA,NA,NA,Endometrial Carcinoma (UCEC),Endometrial Cancer,Uterus
685,JHUEM-3,JHUEM-3,CVCL_4657,JHUEM3_700_2019,C7359,Endometrial adenocarcinoma,NA,NA,NA,NA,Endometrial Carcinoma (UCEC),Endometrial Cancer,Uterus
686,JHUEM-7,JHUEM-7,CVCL_4658,JHUEM7_701_2019,C7359,Endometrial adenocarcinoma,NA,NA,NA,NA,Endometrial Carcinoma (UCEC),Endometrial Cancer,Uterus
687,JIMT-1,JIMT-1,CVCL_2077,JIMT1_702_2019,C4017,Ductal breast carcinoma,NA,NA,NA,NA,Breast Ductal Carcinoma In Situ (DCIS),Breast Cancer,Breast
688,Jiyoye,Jiyoye,CVCL_1317,Jiyoye_703_2019,C27694,Epstein-Barr virus-related Burkitt lymphoma,NA,NA,NA,NA,Non-Hodgkin Lymphoma (NHL),Non-Hodgkin Lymphoma,Lymphoid
689,JJ012,JJ012,CVCL_D605,JJ012_705_2019,C7155,Primary central chondrosarcoma,NA,NA,NA,NA,Chondrosarcoma (CHS),Bone Cancer,Bone
690,JJN-3,JJN-3,CVCL_2078,JJN3_706_2019,C3242,Plasma cell myeloma,NA,NA,NA,NA,Plasma Cell Myeloma,Mature B-Cell Neoplasms,Lymphoid
691,JK-1,JK-1,CVCL_2079,JK1_707_2019,C3174,"Chronic myelogenous leukemia, BCR-ABL1 positive",NA,NA,NA,NA,"Chronic Myeloid Leukemia, BCR-ABL1+ (CMLBCRABL1)",Myeloproliferative Neoplasms,Myeloid
