"","Run","Age","Assay.Type","AssemblyName","AvgSpotLen","Bases","Biomaterial_provider","BioProject","BioSample","BioSampleModel","Bytes","Cell_Line","Center.Name","Consent","DATASTORE.filetype","DATASTORE.provider","DATASTORE.region","disease","disease_stage","Ethnicity","Experiment","Instrument","isolate","Library.Name","LibraryLayout","LibrarySelection","LibrarySource","Organism","Platform","ReleaseDate","Sample.Name","sample_type","sex","SRA.Study","tissue"
"473","SRR8615527",76,"RNA-Seq","GCA_000001405.13",202,9953194076,"DSMZ:CAL-78","PRJNA523380","SAMN10988508","Human",4754864411,"CAL-78","BROAD INSTITUTE","public","bam,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1","chondrosarcoma (dedifferentiated)","primary","Caucasian","SRX5414226","Illumina HiSeq 2500","cell line","RNASeq-CAL78_BONE","PAIRED","cDNA","TRANSCRIPTOMIC","Homo sapiens","ILLUMINA","2019-03-27T00:00:00Z","CAL78_BONE","cell culture","male","SRP186687","bone"
"474","SRR8615528",35,"RNA-Seq","GCA_000001405.13",202,23362983064,"DSMZ:CAL-85-1","PRJNA523380","SAMN10988345","Human",13065824333,"CAL-85-1","BROAD INSTITUTE","public","bam,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1","carcinoma","primary","Caucasian","SRX5414225","Illumina HiSeq 2500","cell line","RNASeq-CAL851_BREAST","PAIRED","cDNA","TRANSCRIPTOMIC","Homo sapiens","ILLUMINA","2019-03-27T00:00:00Z","CAL851_BREAST","cell culture","female","SRP186687","breast"
"475","SRR8615529",32,"RNA-Seq","GCA_000001405.13",202,21878895730,"NIBRI","PRJNA523380","SAMN10988040","Human",11544158499,"NCI-H292","BROAD INSTITUTE","public","bam,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1","carcinoma (mucoepidermoid_carcinoma)","metastasis","African_american","SRX5414224","Illumina HiSeq 2500","cell line","RNASeq-NCIH292_LUNG","PAIRED","cDNA","TRANSCRIPTOMIC","Homo sapiens","ILLUMINA","2019-03-27T00:00:00Z","NCIH292_LUNG","cell culture","female","SRP186687","lung"
"476","SRR8615530",NA,"RNA-Seq","GCA_000001405.13",202,18626459794,NA,"PRJNA523380","SAMN10989614","Human",9933387885,"NCI-H3122","BROAD INSTITUTE","public","bam,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",NA,NA,NA,"SRX5414223","Illumina HiSeq 2500","cell line","RNASeq-NCIH3122_LUNG","PAIRED","cDNA","TRANSCRIPTOMIC","Homo sapiens","ILLUMINA","2019-03-27T00:00:00Z","NCIH3122_LUNG","cell culture",NA,"SRP186687","lung"
"477","SRR8615531",61,"RNA-Seq","GCA_000001405.13",202,23749669442,"ATCC:Calu-6","PRJNA523380","SAMN10987791","Human",13306495478,"Calu-6","BROAD INSTITUTE","public","bam,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1","carcinoma (undifferentiated_carcinoma)","primary","Caucasian","SRX5414222","Illumina HiSeq 2500","cell line","RNASeq-CALU6_LUNG","PAIRED","cDNA","TRANSCRIPTOMIC","Homo sapiens","ILLUMINA","2019-03-27T00:00:00Z","CALU6_LUNG","cell culture","female","SRP186687","lung"
"478","SRR8615532",51,"RNA-Seq","GCA_000001405.13",202,24996646146,"ATCC:CAMA-1","PRJNA523380","SAMN10987851","Human",14042823961,"CAMA-1","BROAD INSTITUTE","public","bam,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1","carcinoma","metastasis","Caucasian","SRX5414221","Illumina HiSeq 2500","cell line","RNASeq-CAMA1_BREAST","PAIRED","cDNA","TRANSCRIPTOMIC","Homo sapiens","ILLUMINA","2019-03-27T00:00:00Z","CAMA1_BREAST","cell culture","female","SRP186687","breast"
"479","SRR8615533",47,"RNA-Seq","GCA_000001405.13",202,17979498234,"NIBRI","PRJNA523380","SAMN10988371","Human",8853780046,"Calu-1","BROAD INSTITUTE","public","bam,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1","carcinoma (squamous_cell_carcinoma)","metastasis","Caucasian","SRX5414220","Illumina HiSeq 2500","cell line","RNASeq-CALU1_LUNG","PAIRED","cDNA","TRANSCRIPTOMIC","Homo sapiens","ILLUMINA","2019-03-27T00:00:00Z","CALU1_LUNG","cell culture","male","SRP186687","lung"
"480","SRR8615534",25,"RNA-Seq","GCA_000001405.13",202,20116266556,"NIBRI","PRJNA523380","SAMN10988517","Human",11250690457,"Calu-3","BROAD INSTITUTE","public","bam,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1","carcinoma (adenocarcinoma)","metastasis","Caucasian","SRX5414219","Illumina HiSeq 2500","cell line","RNASeq-CALU3_LUNG","PAIRED","cDNA","TRANSCRIPTOMIC","Homo sapiens","ILLUMINA","2019-03-27T00:00:00Z","CALU3_LUNG","cell culture","male","SRP186687","lung"
"481","SRR8615537",54,"RNA-Seq","GCA_000001405.13",202,20559176806,"ATCC:NCI-H2347","PRJNA523380","SAMN10987629","Human",10873345911,"NCI-H2347","BROAD INSTITUTE","public","bam,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1","carcinoma (adenocarcinoma)","primary","Caucasian","SRX5414216","Illumina HiSeq 2500","cell line","RNASeq-NCIH2347_LUNG","PAIRED","cDNA","TRANSCRIPTOMIC","Homo sapiens","ILLUMINA","2019-03-27T00:00:00Z","NCIH2347_LUNG","cell culture","female","SRP186687","lung"
"482","SRR8615538",51,"RNA-Seq","GCA_000001405.13",202,20661716248,"ATCC:NCI-H23","PRJNA523380","SAMN10988149","Human",11037837816,"NCI-H23","BROAD INSTITUTE","public","bam,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1","carcinoma (non_small_cell_carcinoma)","primary","African_american","SRX5414215","Illumina HiSeq 2500","cell line","RNASeq-NCIH23_LUNG","PAIRED","cDNA","TRANSCRIPTOMIC","Homo sapiens","ILLUMINA","2019-03-27T00:00:00Z","NCIH23_LUNG","cell culture","male","SRP186687","lung"
"483","SRR8615539",NA,"RNA-Seq","GCA_000001405.13",202,18047857458,NA,"PRJNA523380","SAMN10989612","Human",9652523217,"NCI-H2887","BROAD INSTITUTE","public","bam,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",NA,NA,NA,"SRX5414214","Illumina HiSeq 2500","cell line","RNASeq-NCIH2887_LUNG","PAIRED","cDNA","TRANSCRIPTOMIC","Homo sapiens","ILLUMINA","2019-03-27T00:00:00Z","NCIH2887_LUNG","cell culture",NA,"SRP186687","lung"
"484","SRR8615540",48,"RNA-Seq","GCA_000001405.13",202,19083502570,"ATCC:NCI-H28","PRJNA523380","SAMN10987612","Human",10085115100,"NCI-H28","BROAD INSTITUTE","public","bam,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1","mesothelioma","metastasis","African_american","SRX5414213","Illumina HiSeq 2500","cell line","RNASeq-NCIH28_PLEURA","PAIRED","cDNA","TRANSCRIPTOMIC","Homo sapiens","ILLUMINA","2019-03-27T00:00:00Z","NCIH28_PLEURA","cell culture","male","SRP186687","pleura"
"485","SRR8615542",NA,"RNA-Seq","GCA_000001405.13",202,19241478286,NA,"PRJNA523380","SAMN10989611","Human",10271080957,"NCIH2882","BROAD INSTITUTE","public","bam,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",NA,NA,NA,"SRX5414211","Illumina HiSeq 2500","cell line","RNASeq-NCIH2882_LUNG","PAIRED","cDNA","TRANSCRIPTOMIC","Homo sapiens","ILLUMINA","2019-03-27T00:00:00Z","NCIH2882_LUNG","cell culture",NA,"SRP186687","lung"
"486","SRR8615543",NA,"RNA-Seq","GCA_000001405.13",202,18344260340,NA,"PRJNA523380","SAMN10989618","Human",9776570260,"OPM-1","BROAD INSTITUTE","public","bam,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",NA,NA,NA,"SRX5414532","Illumina HiSeq 2500","cell line","RNASeq-OPM1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE","PAIRED","cDNA","TRANSCRIPTOMIC","Homo sapiens","ILLUMINA","2019-03-27T00:00:00Z","OPM1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE","cell culture",NA,"SRP186687","haematopoietic_and_lymphoid_tissue"
"487","SRR8615544",NA,"RNA-Seq","GCA_000001405.13",202,18440864416,NA,"PRJNA523380","SAMN10988393","Human",9920727572,"LN-428","BROAD INSTITUTE","public","bam,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1","glioma (astrocytoma_Grade_IV)",NA,"Caucasian","SRX5414856","Illumina HiSeq 2500","cell line","RNASeq-LN428_CENTRAL_NERVOUS_SYSTEM","PAIRED","cDNA","TRANSCRIPTOMIC","Homo sapiens","ILLUMINA","2019-03-27T00:00:00Z","LN428_CENTRAL_NERVOUS_SYSTEM","cell culture","male","SRP186687","central_nervous_system"
"488","SRR8615545",NA,"RNA-Seq","GCA_000001405.13",202,16018583436,NA,"PRJNA523380","SAMN10988388","Human",8570652102,"LN-443","BROAD INSTITUTE","public","bam,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1","glioma (astrocytoma_Grade_IV)",NA,"Caucasian","SRX5414855","Illumina HiSeq 2500","cell line","RNASeq-LN443_CENTRAL_NERVOUS_SYSTEM","PAIRED","cDNA","TRANSCRIPTOMIC","Homo sapiens","ILLUMINA","2019-03-27T00:00:00Z","LN443_CENTRAL_NERVOUS_SYSTEM","cell culture","male","SRP186687","central_nervous_system"
"489","SRR8615546",NA,"RNA-Seq","GCA_000001405.13",202,18928001960,NA,"PRJNA523380","SAMN10988403","Human",10110792438,"LN-464","BROAD INSTITUTE","public","bam,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1","glioma (astrocytoma_Grade_IV)",NA,"Caucasian","SRX5414854","Illumina HiSeq 2500","cell line","RNASeq-LN464_CENTRAL_NERVOUS_SYSTEM","PAIRED","cDNA","TRANSCRIPTOMIC","Homo sapiens","ILLUMINA","2019-03-27T00:00:00Z","LN464_CENTRAL_NERVOUS_SYSTEM","cell culture","male","SRP186687","central_nervous_system"
"490","SRR8615547",50,"RNA-Seq","GCA_000001405.13",202,14732501552,"NIBRI","PRJNA523380","SAMN10988285","Human",6973140356,"LNCaP clone FGC","BROAD INSTITUTE","public","bam,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1","carcinoma (adenocarcinoma)","metastasis","Caucasian","SRX5414853","Illumina HiSeq 2500","cell line","RNASeq-LNCAPCLONEFGC_PROSTATE","PAIRED","cDNA","TRANSCRIPTOMIC","Homo sapiens","ILLUMINA","2019-03-27T00:00:00Z","LNCAPCLONEFGC_PROSTATE","cell culture","male","SRP186687","prostate"
"491","SRR8615548",NA,"RNA-Seq","GCA_000001405.13",202,15399806936,NA,"PRJNA523380","SAMN10988416","Human",8252159148,"LNZ308","BROAD INSTITUTE","public","bam,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1","glioma (astrocytoma_Grade_IV)",NA,"Caucasian","SRX5414852","Illumina HiSeq 2500","cell line","RNASeq-LNZ308_CENTRAL_NERVOUS_SYSTEM","PAIRED","cDNA","TRANSCRIPTOMIC","Homo sapiens","ILLUMINA","2019-03-27T00:00:00Z","LNZ308_CENTRAL_NERVOUS_SYSTEM","cell culture","female","SRP186687","central_nervous_system"
"492","SRR8615549",38,"RNA-Seq","GCA_000001405.13",202,12771466766,"NIBRI","PRJNA523380","SAMN10988140","Human",6006690002,"Loucy","BROAD INSTITUTE","public","bam,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1","lymphoid_neoplasm (acute_lymphoblastic_T_cell_leukaemia)","primary","Caucasian","SRX5414851","Illumina HiSeq 2500","cell line","RNASeq-LOUCY_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE","PAIRED","cDNA","TRANSCRIPTOMIC","Homo sapiens","ILLUMINA","2019-03-27T00:00:00Z","LOUCY_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE","cell culture","female","SRP186687","haematopoietic_and_lymphoid_tissue"
"493","SRR8615550",64,"RNA-Seq","GCA_000001405.13",202,13948253722,"DSMZ:LOU-NH91","PRJNA523380","SAMN10988231","Human",6563311736,"LOU-NH91","BROAD INSTITUTE","public","bam,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1","carcinoma (squamous_cell_carcinoma)","primary","Caucasian","SRX5414850","Illumina HiSeq 2500","cell line","RNASeq-LOUNH91_LUNG","PAIRED","cDNA","TRANSCRIPTOMIC","Homo sapiens","ILLUMINA","2019-03-27T00:00:00Z","LOUNH91_LUNG","cell culture","female","SRP186687","lung"
"494","SRR8615551",58,"RNA-Seq","GCA_000001405.13",202,14751112014,"GNF","PRJNA523380","SAMN10989576","Human",6977541212,"JHUEM-7","BROAD INSTITUTE","public","bam,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1","carcinoma (adenocarcinoma)","primary","Asian","SRX5414849","Illumina HiSeq 2500","cell line","RNASeq-JHUEM7_ENDOMETRIUM","PAIRED","cDNA","TRANSCRIPTOMIC","Homo sapiens","ILLUMINA","2019-03-27T00:00:00Z","JHUEM7_ENDOMETRIUM","cell culture","female","SRP186687","endometrium"
"495","SRR8615552",NA,"RNA-Seq","GCA_000001405.13",202,15468979412,"RIKEN:JHUEM-3","PRJNA523380","SAMN10987748","Human",7276226737,"JHUEM-3","BROAD INSTITUTE","public","bam,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1","carcinoma (adenocarcinoma)","primary","Asian","SRX5414848","Illumina HiSeq 2500","cell line","RNASeq-JHUEM3_ENDOMETRIUM","PAIRED","cDNA","TRANSCRIPTOMIC","Homo sapiens","ILLUMINA","2019-03-27T00:00:00Z","JHUEM3_ENDOMETRIUM","cell culture",NA,"SRP186687","endometrium"
"496","SRR8615553",62,"RNA-Seq","GCA_000001405.13",202,14127254608,"GNF","PRJNA523380","SAMN10988295","Human",6697343163,"JHUEM-2","BROAD INSTITUTE","public","bam,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1","carcinoma (adenocarcinoma)","primary","Asian","SRX5414847","Illumina HiSeq 2500","cell line","RNASeq-JHUEM2_ENDOMETRIUM","PAIRED","cDNA","TRANSCRIPTOMIC","Homo sapiens","ILLUMINA","2019-03-27T00:00:00Z","JHUEM2_ENDOMETRIUM","cell culture","female","SRP186687","endometrium"
"497","SRR8615554",56,"RNA-Seq","GCA_000001405.13",202,46960789916,"RIKEN:JHUEM-1","PRJNA523380","SAMN10987934","Human",23511668068,"JHUEM-1","BROAD INSTITUTE","public","bam,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1","carcinoma (adenocarcinoma)","primary","Asian","SRX5414846","Illumina HiSeq 2500","cell line","RNASeq-JHUEM1_ENDOMETRIUM","PAIRED","cDNA","TRANSCRIPTOMIC","Homo sapiens","ILLUMINA","2019-03-27T00:00:00Z","JHUEM1_ENDOMETRIUM","cell culture","female","SRP186687","endometrium"
"498","SRR8615555",54,"RNA-Seq","GCA_000001405.13",202,13997023996,"DSMZ:JL-1","PRJNA523380","SAMN10988459","Human",6629968232,"JL-1","BROAD INSTITUTE","public","bam,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1","mesothelioma","primary","Caucasian","SRX5414845","Illumina HiSeq 2500","cell line","RNASeq-JL1_PLEURA","PAIRED","cDNA","TRANSCRIPTOMIC","Homo sapiens","ILLUMINA","2019-03-27T00:00:00Z","JL1_PLEURA","cell culture","male","SRP186687","pleura"
"499","SRR8615556",62,"RNA-Seq","GCA_000001405.13",202,13114819296,"DSMZ:JK-1","PRJNA523380","SAMN10988504","Human",6213910180,"JK-1","BROAD INSTITUTE","public","bam,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1","haematopoietic_neoplasm (blast_phase_chronic_myeloid_leukaemia)","primary","Asian","SRX5414844","Illumina HiSeq 2500","cell line","RNASeq-JK1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE","PAIRED","cDNA","TRANSCRIPTOMIC","Homo sapiens","ILLUMINA","2019-03-27T00:00:00Z","JK1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE","cell culture","male","SRP186687","haematopoietic_and_lymphoid_tissue"
"500","SRR8615557",57,"RNA-Seq","GCA_000001405.13",202,16268112218,"DSMZ:JJN-3","PRJNA523380","SAMN10988455","Human",8698626892,"JJN-3","BROAD INSTITUTE","public","bam,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1","lymphoid_neoplasm (plasma_cell_myeloma)","primary","Caucasian","SRX5414843","Illumina HiSeq 2500","cell line","RNASeq-JJN3_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE","PAIRED","cDNA","TRANSCRIPTOMIC","Homo sapiens","ILLUMINA","2019-03-27T00:00:00Z","JJN3_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE","cell culture","female","SRP186687","haematopoietic_and_lymphoid_tissue"
"501","SRR8615558",62,"RNA-Seq","GCA_000001405.13",202,14689020850,"DSMZ:JIMT-1","PRJNA523380","SAMN10989571","Human",6934602563,"JIMT-1","BROAD INSTITUTE","public","bam,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1","carcinoma (ductal_carcinoma)","metastasis","Caucasian","SRX5414842","Illumina HiSeq 2500","cell line","RNASeq-JIMT1_BREAST","PAIRED","cDNA","TRANSCRIPTOMIC","Homo sapiens","ILLUMINA","2019-03-27T00:00:00Z","JIMT1_BREAST","cell culture","female","SRP186687","breast"
"502","SRR8615559",75,"RNA-Seq","GCA_000001405.13",202,16915157002,"DSMZ:JMSU-1","PRJNA523380","SAMN10988102","Human",7952578817,"JMSU-1","BROAD INSTITUTE","public","bam,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1","carcinoma","primary","Asian","SRX5414841","Illumina HiSeq 2500","cell line","RNASeq-JMSU1_URINARY_TRACT","PAIRED","cDNA","TRANSCRIPTOMIC","Homo sapiens","ILLUMINA","2019-03-27T00:00:00Z","JMSU1_URINARY_TRACT","cell culture","male","SRP186687","urinary_tract"
"503","SRR8615560",NA,"RNA-Seq","GCA_000001405.13",202,26125451638,"NIBRI","PRJNA523380","SAMN10987951","Human",13022800022,"JM1","BROAD INSTITUTE","public","bam,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1","lymphoid_neoplasm (B_cell_lymphoma_unspecified)","primary","Caucasian","SRX5414840","Illumina HiSeq 2500","cell line","RNASeq-JM1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE","PAIRED","cDNA","TRANSCRIPTOMIC","Homo sapiens","ILLUMINA","2019-03-27T00:00:00Z","JM1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE","cell culture",NA,"SRP186687","haematopoietic_and_lymphoid_tissue"
"504","SRR8615561",44,"RNA-Seq","GCA_000001405.13",202,11631016782,"ATCC:SW 1573","PRJNA523380","SAMN10988028","Human",5548849738,"SW 1573","BROAD INSTITUTE","public","bam,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1","carcinoma (squamous_cell_carcinoma)","primary","Caucasian","SRX5414839","Illumina HiSeq 2500","cell line","RNASeq-SW1573_LUNG","PAIRED","cDNA","TRANSCRIPTOMIC","Homo sapiens","ILLUMINA","2019-03-27T00:00:00Z","SW1573_LUNG","cell culture","female","SRP186687","lung"
"505","SRR8615562",84,"RNA-Seq","GCA_000001405.13",202,14839715072,"DSMZ:SW-1710","PRJNA523380","SAMN10988432","Human",7261729670,"SW-1710","BROAD INSTITUTE","public","bam,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1","carcinoma (transitional_cell_carcinoma)","primary","Caucasian","SRX5414838","Illumina HiSeq 2500","cell line","RNASeq-SW1710_URINARY_TRACT","PAIRED","cDNA","TRANSCRIPTOMIC","Homo sapiens","ILLUMINA","2019-03-27T00:00:00Z","SW1710_URINARY_TRACT","cell culture","female","SRP186687","urinary_tract"
"506","SRR8615563",53,"RNA-Seq","GCA_000001405.13",202,12611978070,"NIBRI","PRJNA523380","SAMN10988333","Human",6349439821,"SW1417","BROAD INSTITUTE","public","bam,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1","carcinoma (adenocarcinoma)","primary","Caucasian","SRX5414837","Illumina HiSeq 2500","cell line","RNASeq-SW1417_LARGE_INTESTINE","PAIRED","cDNA","TRANSCRIPTOMIC","Homo sapiens","ILLUMINA","2019-03-27T00:00:00Z","SW1417_LARGE_INTESTINE","cell culture","female","SRP186687","large_intestine"
"507","SRR8615564",66,"RNA-Seq","GCA_000001405.13",202,8773038568,"ATCC:SW1463","PRJNA523380","SAMN10987771","Human",4153124828,"SW1463","BROAD INSTITUTE","public","bam,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1","carcinoma (adenocarcinoma)","primary","Caucasian","SRX5414836","Illumina HiSeq 2500","cell line","RNASeq-SW1463_LARGE_INTESTINE","PAIRED","cDNA","TRANSCRIPTOMIC","Homo sapiens","ILLUMINA","2019-03-27T00:00:00Z","SW1463_LARGE_INTESTINE","cell culture","female","SRP186687","large_intestine"
"508","SRR8615565",NA,"RNA-Seq","GCA_000001405.13",202,20827350794,"KCLB:SNU-1196","PRJNA523380","SAMN10988072","Human",11273107410,"SNU-1196","BROAD INSTITUTE","public","bam,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1","carcinoma","primary","Asian","SRX5414835","Illumina HiSeq 2500","cell line","RNASeq-SNU1196_BILIARY_TRACT","PAIRED","cDNA","TRANSCRIPTOMIC","Homo sapiens","ILLUMINA","2019-03-27T00:00:00Z","SNU1196_BILIARY_TRACT","cell culture",NA,"SRP186687","biliary_tract"
"509","SRR8615566",61,"RNA-Seq","GCA_000001405.13",202,15645038976,NA,"PRJNA523380","SAMN10988078","Human",7840232805,"SNU-1105","BROAD INSTITUTE","public","bam,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1","glioma (astrocytoma_Grade_IV\, glioblastoma_multiforme)","primary","Asian","SRX5414834","Illumina HiSeq 2500","cell line","RNASeq-SNU1105_CENTRAL_NERVOUS_SYSTEM","PAIRED","cDNA","TRANSCRIPTOMIC","Homo sapiens","ILLUMINA","2019-03-27T00:00:00Z","SNU1105_CENTRAL_NERVOUS_SYSTEM","cell culture","male","SRP186687","central_nervous_system"
"510","SRR8615567",68,"RNA-Seq","GCA_000001405.13",202,16295515336,"NIBRI","PRJNA523380","SAMN10987670","Human",8185173588,"SW 1783","BROAD INSTITUTE","public","bam,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1","glioma (astrocytoma_Grade_III\, anaplastic)","primary","Caucasian","SRX5414833","Illumina HiSeq 2500","cell line","RNASeq-SW1783_CENTRAL_NERVOUS_SYSTEM","PAIRED","cDNA","TRANSCRIPTOMIC","Homo sapiens","ILLUMINA","2019-03-27T00:00:00Z","SW1783_CENTRAL_NERVOUS_SYSTEM","cell culture","male","SRP186687","central_nervous_system"
"511","SRR8615569",70,"RNA-Seq","GCA_000001405.13",202,18498664494,"DSMZ:CAL-62","PRJNA523380","SAMN10988563","Human",9249594132,"CAL-62","BROAD INSTITUTE","public","bam,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1","carcinoma (anaplastic_carcinoma)","primary","Caucasian","SRX5414831","Illumina HiSeq 2500","cell line","RNASeq-CAL62_THYROID","PAIRED","cDNA","TRANSCRIPTOMIC","Homo sapiens","ILLUMINA","2019-03-27T00:00:00Z","CAL62_THYROID","cell culture","female","SRP186687","thyroid"
"512","SRR8615570",62,"RNA-Seq","GCA_000001405.13",202,22811399036,"KCLB:SNU-1066","PRJNA523380","SAMN10987965","Human",12260929874,"SNU-1066","BROAD INSTITUTE","public","bam,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1","carcinoma (squamous_cell_carcinoma)","primary","Asian","SRX5414830","Illumina HiSeq 2500","cell line","RNASeq-SNU1066_UPPER_AERODIGESTIVE_TRACT","PAIRED","cDNA","TRANSCRIPTOMIC","Homo sapiens","ILLUMINA","2019-03-27T00:00:00Z","SNU1066_UPPER_AERODIGESTIVE_TRACT","cell culture","male","SRP186687","upper_aerodigestive_tract"
"513","SRR8615571",NA,"RNA-Seq","GCA_000001405.13",202,21100015242,NA,"PRJNA523380","SAMN10988073","Human",11379066565,"SNU-1079","BROAD INSTITUTE","public","bam,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1","carcinoma","primary","Asian","SRX5414829","Illumina HiSeq 2500","cell line","RNASeq-SNU1079_BILIARY_TRACT","PAIRED","cDNA","TRANSCRIPTOMIC","Homo sapiens","ILLUMINA","2019-03-27T00:00:00Z","SNU1079_BILIARY_TRACT","cell culture",NA,"SRP186687","biliary_tract"
"514","SRR8615572",60,"RNA-Seq","GCA_000001405.13",202,23803749286,"KCLB:SNU-1077","PRJNA523380","SAMN10987741","Human",12767349205,"SNU-1077","BROAD INSTITUTE","public","bam,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1","carcinoma (carcinosarcoma-malignant_mesodermal_mixed_tumour)","primary","Asian","SRX5414828","Illumina HiSeq 2500","cell line","RNASeq-SNU1077_ENDOMETRIUM","PAIRED","cDNA","TRANSCRIPTOMIC","Homo sapiens","ILLUMINA","2019-03-27T00:00:00Z","SNU1077_ENDOMETRIUM","cell culture","female","SRP186687","endometrium"
"515","SRR8615574",52,"RNA-Seq","GCA_000001405.13",202,15416451332,"HSSRB","PRJNA523380","SAMN10987627","Human",7755617007,"SNG-M","BROAD INSTITUTE","public","bam,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1","carcinoma (adenocarcinoma)","metastasis","Asian","SRX5414826","Illumina HiSeq 2500","cell line","RNASeq-SNGM_ENDOMETRIUM","PAIRED","cDNA","TRANSCRIPTOMIC","Homo sapiens","ILLUMINA","2019-03-27T00:00:00Z","SNGM_ENDOMETRIUM","cell culture","female","SRP186687","endometrium"
"516","SRR8615575",NA,"RNA-Seq","GCA_000001405.13",202,20832394936,"KCLB:SNU-1041","PRJNA523380","SAMN10987966","Human",11227995995,"SNU-1041","BROAD INSTITUTE","public","bam,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1","carcinoma","primary","Asian","SRX5414825","Illumina HiSeq 2500","cell line","RNASeq-SNU1041_UPPER_AERODIGESTIVE_TRACT","PAIRED","cDNA","TRANSCRIPTOMIC","Homo sapiens","ILLUMINA","2019-03-27T00:00:00Z","SNU1041_UPPER_AERODIGESTIVE_TRACT","cell culture",NA,"SRP186687","upper_aerodigestive_tract"
"517","SRR8615576",34,"RNA-Seq","GCA_000001405.13",202,22294024718,"KCLB:SNU-1040","PRJNA523380","SAMN10988065","Human",12013720222,"SNU-1040","BROAD INSTITUTE","public","bam,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1","carcinoma","primary","Asian","SRX5414824","Illumina HiSeq 2500","cell line","RNASeq-SNU1040_LARGE_INTESTINE","PAIRED","cDNA","TRANSCRIPTOMIC","Homo sapiens","ILLUMINA","2019-03-27T00:00:00Z","SNU1040_LARGE_INTESTINE","cell culture","male","SRP186687","large_intestine"
