"","X","filename","dir","alias","center_name","accession","broker_name","Cell_line","Tissue_supergroup","Metastatic_Tissue","Primary_Tissue","Tissue_Diagnosis","Age","Age_Unit","Gender","Ethnicity","Growth_Media","Freeze_Media","ENA.CHECKLIST","cellid","batchid"
"EGAN00001187984","EGAN00001187984.sample.xml","EGAN00001187984.sample.xml","EGAD00001000725","636130","GENENTECH","ERS395425","EGA","HN","Head-Neck",NA,"Oral Cavity","Carcinoma Squamous Cell",NA,NA,NA,NA,"""RPMI-1640, 10% FBS, 2mM L-Glutamine""","""Complete growth medium, 90%; DMSO, 10%""","ERC000026","HN",NA
"EGAN00001187985","EGAN00001187985.sample.xml","EGAN00001187985.sample.xml","EGAD00001000725","587412","GENENTECH","ERS395426","EGA","HNT-34","Lymphoid",NA,"Blood","Leukemia Acute Myelogenic","47","Years","Female",NA,"""RPMI-1640, 10% HI FBS, 2mM L-Glutamine""","""Complete growth medium, 90%; DMSO, 10%""","ERC000026","HNT-34",NA
"EGAN00001187986","EGAN00001187986.sample.xml","EGAN00001187986.sample.xml","EGAD00001000725","635629","GENENTECH","ERS395427","EGA","HOP-62","Lung",NA,"Lung","Carcinoma Non-Small Cell",NA,NA,NA,NA,"""RPMI-1640, 10% FBS, 2mM L-Glutamine""","""Complete growth medium, 90%; DMSO, 10%""","ERC000026","HOP-62",NA
"EGAN00001187987","EGAN00001187987.sample.xml","EGAN00001187987.sample.xml","EGAD00001000725","635630","GENENTECH","ERS395428","EGA","HOP-92","Lung",NA,"Lung","Carcinoma Large Cell",NA,NA,NA,NA,"""RPMI-1640, 10% FBS, 2mM L-Glutamine""","""Complete growth medium, 90%; DMSO, 10%""","ERC000026","HOP-92",NA
"EGAN00001187988","EGAN00001187988.sample.xml","EGAN00001187988.sample.xml","EGAD00001000725","587695","GENENTECH","ERS395429","EGA","HPAC","Pancreas",NA,"Pancreas","Adenocarcinoma","64","Years","Female","Caucasian","""RPMI-1640, 10% FBS, 2mM L-Glutamine""","90% FBS; 10% DMSO","ERC000026","HPAC",NA
"EGAN00001187989","EGAN00001187989.sample.xml","EGAN00001187989.sample.xml","EGAD00001000725","587696","GENENTECH","ERS395430","EGA","HPAF-II","Pancreas",NA,"Pancreas","Adenocarcinoma",NA,NA,"Male","Caucasian","""RPMI-1640, 10% FBS, 2mM L-Glutamine""","90% FBS; 10% DMSO","ERC000026","HPAF-II",NA
"EGAN00001187990","EGAN00001187990.sample.xml","EGAN00001187990.sample.xml","EGAD00001000725","636752","GENENTECH","ERS395431","EGA","Hs 255.T","Colo-Rectal",NA,"Colon","Adenocarcinoma","46","Years","Female","Caucasian","""DMEM, 10% FBS, 2mM L-Glutamine""","""Complete growth medium, 90%; DMSO, 10%""","ERC000026","Hs 255.T",NA
"EGAN00001187991","EGAN00001187991.sample.xml","EGAN00001187991.sample.xml","EGAD00001000725","636143","GENENTECH","ERS395432","EGA","Hs 294T","Skin",NA,"Skin","Melanoma",NA,NA,NA,NA,"""DMEM, 10% FBS, 2mM L-Glutamine""","""Complete growth medium, 90%; DMSO, 10%""","ERC000026","Hs 294T",NA
"EGAN00001187992","EGAN00001187992.sample.xml","EGAN00001187992.sample.xml","EGAD00001000725","639153","GENENTECH","ERS395433","EGA","Hs 38.T","Ovary",NA,"Ovary","Teratoma",NA,NA,"Female",NA,"""DMEM, 10% FBS, 2mM L-Glutamine""","""Complete growth medium, 90%; DMSO, 10%""","ERC000026","Hs 38.T",NA
"EGAN00001187993","EGAN00001187993.sample.xml","EGAN00001187993.sample.xml","EGAD00001000725","587462","GENENTECH","ERS395434","EGA","Hs 578T","Breast",NA,"Breast","Carcinoma","74","Years","Female","Caucasian","""RPMI-1640, 10% FBS, 2mM L-Glutamine""","""Complete growth medium, 90%; DMSO, 10%""","ERC000026","Hs-578-T",NA
"EGAN00001187994","EGAN00001187994.sample.xml","EGAN00001187994.sample.xml","EGAD00001000725","639158","GENENTECH","ERS395435","EGA","Hs 675.T","Colo-Rectal",NA,"Colon","Carcinoma",NA,NA,"Male","Caucasian","""RPMI-1640, 10% FBS, 2mM L-Glutamine""","""Complete growth medium, 90%; DMSO, 10%""","ERC000026","Hs 675.T",NA
"EGAN00001187995","EGAN00001187995.sample.xml","EGAN00001187995.sample.xml","EGAD00001000725","636121","GENENTECH","ERS395436","EGA","Hs 683","Brain",NA,"Brain","Glioma",NA,NA,NA,NA,"""DMEM, 10% FBS, 2mM L-Glutamine""","90% FBS; 10% DMSO","ERC000026","Hs 683",NA
"EGAN00001187996","EGAN00001187996.sample.xml","EGAN00001187996.sample.xml","EGAD00001000725","636088","GENENTECH","ERS395437","EGA","Hs 695T","Skin",NA,"Skin","Melanoma",NA,NA,NA,NA,"""RPMI-1640, 10% FBS, 2mM L-Glutamine""","""Complete growth medium, 90%; DMSO, 10%""","ERC000026","Hs 695T",NA
"EGAN00001187997","EGAN00001187997.sample.xml","EGAN00001187997.sample.xml","EGAD00001000725","587734","GENENTECH","ERS395438","EGA","Hs 69ST","Skin",NA,"Skin","Melanoma",NA,NA,NA,NA,"#N/A","#N/A","ERC000026","Hs 69ST",NA
"EGAN00001187998","EGAN00001187998.sample.xml","EGAN00001187998.sample.xml","EGAD00001000725","587010","GENENTECH","ERS395439","EGA","Hs 746T","Stomach",NA,"Stomach","Carcinoma",NA,NA,NA,NA,"""DMEM, 10% FBS, 2mM L-Glutamine""","""Complete growth medium, 90%; DMSO, 10%""","ERC000026","Hs 746T",NA
"EGAN00001187999","EGAN00001187999.sample.xml","EGAN00001187999.sample.xml","EGAD00001000725","587697","GENENTECH","ERS395440","EGA","Hs 766T","Pancreas",NA,"Pancreas","Carcinoma","46","Years","Male","Caucasian","""RPMI-1640, 10% FBS, 2mM L-Glutamine""","90% FBS; 10% DMSO","ERC000026","Hs 766T",NA
"EGAN00001188000","EGAN00001188000.sample.xml","EGAN00001188000.sample.xml","EGAD00001000725","636102","GENENTECH","ERS395441","EGA","Hs 839.T","Skin",NA,"Skin","Melanoma","42","Years","Female","Caucasian","""RPMI-1640 10% FBS, 2mM L-Gln""","""Complete growth medium, 90%; DMSO, 10%""","ERC000026","Hs 839.T",NA
"EGAN00001188001","EGAN00001188001.sample.xml","EGAN00001188001.sample.xml","EGAD00001000725","586994","GENENTECH","ERS395442","EGA","Hs 852.T","Skin",NA,"Skin","Melanoma",NA,NA,NA,NA,"""RPMI-1640, 10% FBS, 2mM L-Glutamine""","""Complete growth medium, 90%; DMSO, 10%""","ERC000026","Hs 852.T",NA
"EGAN00001188002","EGAN00001188002.sample.xml","EGAN00001188002.sample.xml","EGAD00001000725","636155","GENENTECH","ERS395443","EGA","Hs 895.T","Skin",NA,"Skin","Melanoma","48","Years","Female","Caucasian","""DMEM, 10% FBS, 2mM L-Glutamine""","""Complete growth medium, 90%; DMSO, 10%""","ERC000026","Hs 895.T",NA
"EGAN00001188003","EGAN00001188003.sample.xml","EGAN00001188003.sample.xml","EGAD00001000725","587003","GENENTECH","ERS395444","EGA","Hs 936.T","Skin",NA,"Skin","Melanoma",NA,NA,NA,NA,"#N/A","#N/A","ERC000026","Hs 936.T",NA
"EGAN00001188004","EGAN00001188004.sample.xml","EGAN00001188004.sample.xml","EGAD00001000725","587735","GENENTECH","ERS395445","EGA","Hs 940.T","Skin",NA,"Skin","Melanoma",NA,NA,NA,NA,"#N/A","#N/A","ERC000026","Hs 940.T",NA
"EGAN00001188005","EGAN00001188005.sample.xml","EGAN00001188005.sample.xml","EGAD00001000725","587615","GENENTECH","ERS395446","EGA","HS-Sultan","Lymphoid",NA,"Blood","Lymphoma","7","Years","Male","African","""RPMI-1640, 10% HI FBS, 2mM L-Glutamine""","""Complete growth medium, 90%; DMSO, 10%""","ERC000026","HS-Sultan",NA
"EGAN00001188006","EGAN00001188006.sample.xml","EGAN00001188006.sample.xml","EGAD00001000725","587616","GENENTECH","ERS395447","EGA","HT","Lymphoid","Ascites","Lymph Node","Lymphoma Diffuse Mixed","70","Years","Male","Caucasian","""RPMI-1640, 10% HI FBS, 2mM Glutamine""","90% Complete Growth Media; 10% DMSO","ERC000026","HT",NA
"EGAN00001188007","EGAN00001188007.sample.xml","EGAN00001188007.sample.xml","EGAD00001000725","636068","GENENTECH","ERS395448","EGA","HT-1080","Lung",NA,"Lung","Fibrosarcoma","35","Years","Male","Caucasian","""RPMI-1640, 10% FBS, 2mM L-Glutamine""","""FBS, 90%; DMSO, 10%""","ERC000026","HT-1080",NA
"EGAN00001188008","EGAN00001188008.sample.xml","EGAN00001188008.sample.xml","EGAD00001000725","639159","GENENTECH","ERS395449","EGA","HT-115","Colo-Rectal",NA,"Colon","Carcinoma",NA,NA,NA,NA,"""RPMI-1640, 10% FBS, 2mM L-Glutamine""","""Complete growth medium, 90%; DMSO, 10%""","ERC000026","HT-115",NA
"EGAN00001188009","EGAN00001188009.sample.xml","EGAN00001188009.sample.xml","EGAD00001000725","587736","GENENTECH","ERS395450","EGA","HT-144","Skin",NA,"Skin","Melanoma",NA,NA,NA,NA,"#N/A","#N/A","ERC000026","HT-144",NA
"EGAN00001188010","EGAN00001188010.sample.xml","EGAN00001188010.sample.xml","EGAD00001000725","636436","GENENTECH","ERS395451","EGA","HT-29","Colo-Rectal",NA,"Colon","Adenocarcinoma",NA,NA,"Female","Caucasian","""McCoys 5A, 10% FBS, 2mM L-Glutamine""","""50% FBS, 40% media, 10% DMSO""","ERC000026","HT-29",NA
"EGAN00001188011","EGAN00001188011.sample.xml","EGAN00001188011.sample.xml","EGAD00001000725","636126","GENENTECH","ERS395452","EGA","HT-55","Colo-Rectal",NA,"Colon","Carcinoma",NA,NA,NA,NA,"""RPMI-1640, 10% FBS, 2mM L-Glutamine""","""Complete growth medium, 90%; DMSO, 10%""","ERC000026","HT55",NA
"EGAN00001188012","EGAN00001188012.sample.xml","EGAN00001188012.sample.xml","EGAD00001000725","636132","GENENTECH","ERS395453","EGA","huH-1","Liver",NA,"Liver","Carcinoma Hepatocellular","53","Years","Male","Japanese","""DMEM, 10% FBS, 2mM L-Gln""","""Complete growth medium, 90%; DMSO, 10%""","ERC000026","huH-1",NA
"EGAN00001188013","EGAN00001188013.sample.xml","EGAN00001188013.sample.xml","EGAD00001000725","636060","GENENTECH","ERS395454","EGA","HuH-7","Liver",NA,"Liver","Carcinoma Hepatocellular","57","Years","Male","Japanese","""RPMI-1640, 10% FBS, 2mM L-Glutamine ""","90% FBS; 10% DMSO","ERC000026","HuH-7",NA
"EGAN00001188014","EGAN00001188014.sample.xml","EGAN00001188014.sample.xml","EGAD00001000725","587698","GENENTECH","ERS395455","EGA","HUP-T3","Pancreas",NA,"Pancreas","Adenocarcinoma","66","Years","Male","Japanese","""RPMI-1640, 10% FBS, 2mM L-Glutamine""","""Complete growth medium, 90%; DMSO, 10%""","ERC000026","HuP-T3",NA
"EGAN00001188015","EGAN00001188015.sample.xml","EGAN00001188015.sample.xml","EGAD00001000725","636000","GENENTECH","ERS395456","EGA","HUP-T4","Pancreas","Ascites","Pancreas","Carcinoma","60","Years","Male","Japanese","""EMEM, 10% FBS, 2mM L-Glutamine""","""Complete growth medium, 90%; DMSO, 10%""","ERC000026","HuP-T4",NA
"EGAN00001188016","EGAN00001188016.sample.xml","EGAN00001188016.sample.xml","EGAD00001000725","636848","GENENTECH","ERS395457","EGA","IGR-37","Skin",NA,"Skin","Melanoma","26","Years","Male",NA,"""RPMI-1640, 10% FBS, 2mM L-Glutamine""","""Complete growth medium, 90%; DMSO, 10%""","ERC000026","IGR-37",NA
"EGAN00001188017","EGAN00001188017.sample.xml","EGAN00001188017.sample.xml","EGAD00001000725","636076","GENENTECH","ERS395458","EGA","IGROV-1","Ovary",NA,"Ovary","Carcinoma","47","Years","Female",NA,"""RPMI-1640, 10% FBS, 2mM L-Glutamine""","""Complete growth medium, 90%; DMSO, 10%""","ERC000026","IGROV-1",NA
"EGAN00001188018","EGAN00001188018.sample.xml","EGAN00001188018.sample.xml","EGAD00001000725","587027","GENENTECH","ERS395459","EGA","IM-95","Stomach",NA,"Stomach","Adenocarcinoma",NA,NA,NA,NA,"""DMEM, 10% FBS, 10mg/L Insulin, 2mM L-Glutamine""","""Complete growth medium, 90%; DMSO, 10%""","ERC000026","IM-95",NA
"EGAN00001188019","EGAN00001188019.sample.xml","EGAN00001188019.sample.xml","EGAD00001000725","639155","GENENTECH","ERS395460","EGA","IM-95m","Stomach",NA,"Stomach","Adenocarcinoma","63","Years","Male","Japanese","""DMEM, 10% FBS, 10mg/L Insulin, 2mM L-Glutamine""","""Complete growth medium, 90%; DMSO, 10%""","ERC000026","IM-95m",NA
"EGAN00001188020","EGAN00001188020.sample.xml","EGAN00001188020.sample.xml","EGAD00001000725","636434","GENENTECH","ERS395461","EGA","IMR-32","Brain",NA,"Brain","Neuroblastoma","1","Years","Male","Caucasian","""RPMI-1640, 10% FBS, 2mM L-Glutamine""","""Complete growth medium, 90%; DMSO, 10%""","ERC000026","IMR-32",NA
"EGAN00001188021","EGAN00001188021.sample.xml","EGAN00001188021.sample.xml","EGAD00001000725","586995","GENENTECH","ERS395462","EGA","IPC-298","Skin",NA,"Skin","Melanoma","64","Years","Female",NA,"""RPMI-1640 10% FBS, 2mM L-Glutamine""","""Complete growth medium, 90%; DMSO, 10%""","ERC000026","IPC-298",NA
"EGAN00001188022","EGAN00001188022.sample.xml","EGAN00001188022.sample.xml","EGAD00001000725","587617","GENENTECH","ERS395463","EGA","JEKO-1","Lymphoid",NA,"Lymph Node","Lymphoma","78","Years","Female",NA,"""RPMI-1640 , 10% HI FBS, 2mM L-Glutamine""","""Complete growth medium, 90%; DMSO, 10%""","ERC000026","JeKo-1",NA
"EGAN00001188023","EGAN00001188023.sample.xml","EGAN00001188023.sample.xml","EGAD00001000725","636866","GENENTECH","ERS395464","EGA","JHH-1","Liver",NA,"Liver","Carcinoma Hepatocellular",NA,NA,NA,NA,"""Williams Media E, 10% FBS, 2mM L-Glutamine""","""Complete growth medium, 90%; DMSO, 10%""","ERC000026","JHH-1",NA
"EGAN00001188024","EGAN00001188024.sample.xml","EGAN00001188024.sample.xml","EGAD00001000725","636061","GENENTECH","ERS395465","EGA","JHH-2","Liver",NA,"Liver","Carcinoma Hepatocellular",NA,NA,NA,NA,"""Williams Media E, 10% FBS, 2mM L-Glutamine""","""Complete growth medium, 90%; DMSO, 10%""","ERC000026","JHH-2",NA
"EGAN00001188025","EGAN00001188025.sample.xml","EGAN00001188025.sample.xml","EGAD00001000725","636808","GENENTECH","ERS395466","EGA","JHH-4","Liver",NA,"Liver","Carcinoma Hepatocellular",NA,NA,NA,NA,"""DMEM, 10% FBS, 2mM L-Glutamine""","""Complete growth medium, 90%; DMSO, 10%""","ERC000026","JHH-4",NA
"EGAN00001188026","EGAN00001188026.sample.xml","EGAN00001188026.sample.xml","EGAD00001000725","636794","GENENTECH","ERS395467","EGA","JHH-5","Liver",NA,"Liver","Carcinoma Hepatocellular","50","Years","Male",NA,"""Williams Media E, 10% FBS, 2mM L-Glutamine""","""Complete growth medium, 90%; DMSO, 10%""","ERC000026","JHH-5",NA
"EGAN00001188027","EGAN00001188027.sample.xml","EGAN00001188027.sample.xml","EGAD00001000725","636062","GENENTECH","ERS395468","EGA","JHH-7","Liver",NA,"Liver","Carcinoma Hepatocellular",NA,NA,NA,NA,"""RPMI-1640 10% FBS, 2mM L-Glutamine""","""Complete growth medium, 90%; DMSO, 10%""","ERC000026","JHH-7",NA
"EGAN00001188028","EGAN00001188028.sample.xml","EGAN00001188028.sample.xml","EGAD00001000725","587463","GENENTECH","ERS395469","EGA","JIMT-1","Breast","""Effusion, Pleural""","Breast","Adenocarcinoma Ductal","62","Years","Female",NA,"""RPMI-1640, 10% FBS, 2mM L-Glutamine""","""Complete growth medium, 90%; DMSO, 10%""","ERC000026","JIMT-1",NA
"EGAN00001188029","EGAN00001188029.sample.xml","EGAN00001188029.sample.xml","EGAD00001000725","587618","GENENTECH","ERS395470","EGA","Jiyoye","Lymphoid",NA,"Blood","Malignant Lymphoma - Burkitts Type","7","Years","Male","African","""RPMI-1640, 10% HI FBS, 2mM L-Glutamine""","""Complete growth medium, 90%; DMSO, 10%""","ERC000026","Jiyoye",NA
"EGAN00001188030","EGAN00001188030.sample.xml","EGAN00001188030.sample.xml","EGAD00001000725","636856","GENENTECH","ERS395471","EGA","JJ012","Sarcomatiod",NA,"Cartilage","Chondrosarcoma",NA,NA,NA,NA,"""40%DMEM, 40%MEM, 10%F-12, 10% FBS, 100nM Hydrocortisone, 100ng/mL Insulin, 25ug/ml L-Ascorbic Acid""","""Complete growth medium, 90%; DMSO, 10%""","ERC000026","JJ012",NA
"EGAN00001188031","EGAN00001188031.sample.xml","EGAN00001188031.sample.xml","EGAD00001000725","635601","GENENTECH","ERS395472","EGA","JJN-3","Lymphoid",NA,"Blood","Leukemia",NA,NA,NA,NA,"""RPMI-1640, 10% Heat inactivated FBS, 2mM L-Glutamine""","""Complete growth medium, 90%; DMSO, 10%""","ERC000026","JJN-3",NA
"EGAN00001188032","EGAN00001188032.sample.xml","EGAN00001188032.sample.xml","EGAD00001000725","639182","GENENTECH","ERS395473","EGA","JL-1","Other",NA,"Pleura","Mesothelioma","54","Years","Male",NA,"""DMEM, 20% FBS, 2mM L-Glutamine""","""Complete growth medium, 90%; DMSO, 10%""","ERC000026","JL-1",NA
"EGAN00001188033","EGAN00001188033.sample.xml","EGAN00001188033.sample.xml","EGAD00001000725","636116","GENENTECH","ERS395474","EGA","Jurkat, Clone E6-1","Lymphoid",NA,"Blood","Leukemia Acute Lymphocytic",NA,NA,"Male",NA,"""RPMI-1640, 10% HI FBS, 2mM L-Glutamine""","""Complete growth medium, 90%; DMSO, 10%""","ERC000026","Jurkat, Clone E6-1",NA
"EGAN00001188034","EGAN00001188034.sample.xml","EGAN00001188034.sample.xml","EGAD00001000725","636855","GENENTECH","ERS395475","EGA","K-562","Lymphoid",NA,"Blood","Leukemia Chronic Myelogenic",NA,NA,NA,NA,"""RPMI-1640, 10% HI FBS, 2mM L-Glutamine""","""Complete growth medium, 90%; DMSO, 10%""","ERC000026","K-562",NA
"EGAN00001188035","EGAN00001188035.sample.xml","EGAN00001188035.sample.xml","EGAD00001000725","587619","GENENTECH","ERS395476","EGA","KARPAS-1106P","Lymphoid",NA,"Lymph Node","Lymphoma B-cell","23","Years",NA,NA,"""RPMI-1640, 20% HI FBS, 2mM Glutamine""","""RPMI-1640 70% 20% HI FBS, DMSO, 10%""","ERC000026","KARPAS-1106P",NA
"EGAN00001188036","EGAN00001188036.sample.xml","EGAN00001188036.sample.xml","EGAD00001000725","587620","GENENTECH","ERS395477","EGA","KARPAS-422","Lymphoid",NA,"Blood","Lymphoma Non-Hodgkins",NA,NA,NA,NA,"""RPMI-1640 10% HI FBS, 2mM Glutamine""","""HI FBS, 90%; DMSO, 10%""","ERC000026","KARPAS-422",NA
"EGAN00001188037","EGAN00001188037.sample.xml","EGAN00001188037.sample.xml","EGAD00001000725","635973","GENENTECH","ERS395478","EGA","KARPAS-620","Lymphoid",NA,"Blood","Leukemia","77","Years","Female",NA,"""RPMI-1640, 10% HI FBS, 2mM L-Glutamine""","""Complete growth medium, 90%; DMSO, 10%""","ERC000026","KARPAS-620",NA
"EGAN00001188038","EGAN00001188038.sample.xml","EGAN00001188038.sample.xml","EGAD00001000725","639183","GENENTECH","ERS395479","EGA","Kasumi-1","Lymphoid",NA,"Blood","Leukemia Acute Myelogenic",NA,NA,NA,NA,"""RPMI-1640, 10% HI FBS, 2mM L-Glutamine""","""Complete growth medium, 90%; DMSO, 10%""","ERC000026","KASUMI-1",NA
"EGAN00001188039","EGAN00001188039.sample.xml","EGAN00001188039.sample.xml","EGAD00001000725","636145","GENENTECH","ERS395480","EGA","KATO III","Stomach",NA,"Stomach","Carcinoma",NA,NA,NA,NA,"""RPMI-1640, 10% FBS, 2mM L-Glutamine""","""Complete growth medium, 90%; DMSO, 10%""","ERC000026","KATOIII",NA
"EGAN00001188040","EGAN00001188040.sample.xml","EGAN00001188040.sample.xml","EGAD00001000725","636001","GENENTECH","ERS395481","EGA","KCI-MOH1","Pancreas",NA,"Pancreas","Adenocarcinoma","74","Years","Male","African","""RPMI-1640, 10% FBS, 2mM L-Glutamine""","""Complete growth medium, 90%; DMSO, 10%""","ERC000026","KCI-MOH1",NA
"EGAN00001188041","EGAN00001188041.sample.xml","EGAN00001188041.sample.xml","EGAD00001000725","636188","GENENTECH","ERS395482","EGA","KELLY","Brain",NA,"Brain","Neuroblastoma",NA,NA,NA,NA,"""RPMI-1640, 10% FBS, 2mM L-Glutamine""","""Complete growth medium, 90%; DMSO, 10%""","ERC000026","KELLY",NA
"EGAN00001188042","EGAN00001188042.sample.xml","EGAN00001188042.sample.xml","EGAD00001000725","587414","GENENTECH","ERS395483","EGA","KG-1","Lymphoid",NA,"Blood","Leukemia",NA,NA,NA,NA,"""RPMI-1640, 10% HI FBS, 2mM L-Glutamine""","""Complete growth medium, 90%; DMSO, 10%""","ERC000026","KG-1",NA
"EGAN00001188043","EGAN00001188043.sample.xml","EGAN00001188043.sample.xml","EGAD00001000725","637175","GENENTECH","ERS395484","EGA","KHM-1B","Lymphoid",NA,"Blood","Multiple Myeloma",NA,NA,NA,NA,"""RPMI-1640, 10% HI FBS, 2mM L-Glutamine""","""Complete growth medium, 90%; DMSO, 10%""","ERC000026","KHM-1B",NA
"EGAN00001188044","EGAN00001188044.sample.xml","EGAN00001188044.sample.xml","EGAD00001000725","636755","GENENTECH","ERS395485","EGA","KLE","Uterus",NA,"Uterus","Adenocarcinoma","64","Years","Female","Caucasian","""DMEM:F12, 10% FBS, 2mM L-Glutamine""","""Complete growth medium, 90%; DMSO, 10%""","ERC000026","KLE",NA
"EGAN00001188045","EGAN00001188045.sample.xml","EGAN00001188045.sample.xml","EGAD00001000725","636002","GENENTECH","ERS395486","EGA","KLM-1","Pancreas",NA,"Pancreas","Carcinoma",NA,NA,NA,NA,"""RPMI-1640, 10% FBS, 2mM L-Glutamine""","""Complete growth medium, 90%; DMSO, 10%""","ERC000026","KLM-1",NA
"EGAN00001188046","EGAN00001188046.sample.xml","EGAN00001188046.sample.xml","EGAD00001000725","587503","GENENTECH","ERS395487","EGA","KM-12","Colo-Rectal",NA,"Colon","Adenocarcinoma",NA,NA,NA,NA,"""RPMI-1640 10% FBS, 2mM L-Glutamine""","""Complete growth medium, 90%; DMSO, 10%""","ERC000026","KM12",NA
"EGAN00001188047","EGAN00001188047.sample.xml","EGAN00001188047.sample.xml","EGAD00001000725","635602","GENENTECH","ERS395488","EGA","KMM-1","Lymphoid",NA,"Blood","Multiple Myeloma","62","Years","Male","Japanese","""RPMI-1640, 10% Heat inactivated FBS, 2mM L-Glutamine""","""Complete growth medium, 90%; DMSO, 10%""","ERC000026","KMM-1",NA
"EGAN00001188048","EGAN00001188048.sample.xml","EGAN00001188048.sample.xml","EGAD00001000725","635603","GENENTECH","ERS395489","EGA","KMS-11","Lymphoid",NA,"Blood","Multiple Myeloma",NA,NA,NA,NA,"""RPMI-1640, 10% HI FBS, 2mM L-Glutamine""","""Complete growth medium, 90%; DMSO, 10%""","ERC000026","KMS-11",NA
"EGAN00001188049","EGAN00001188049.sample.xml","EGAN00001188049.sample.xml","EGAD00001000725","635604","GENENTECH","ERS395490","EGA","KMS-12-BM","Lymphoid",NA,"Blood","Multiple Myeloma","64","Years","Female",NA,"""RPMI-1640, 10% Heat inactivated FBS, 2mM L-Glutamine""","""Complete growth medium, 90%; DMSO, 10%""","ERC000026","KMS-12-BM",NA
"EGAN00001188050","EGAN00001188050.sample.xml","EGAN00001188050.sample.xml","EGAD00001000725","635605","GENENTECH","ERS395491","EGA","KMS-12-PE","Lymphoid",NA,"Bone Marrow","Multiple Myeloma","64","Years","Female",NA,"""RPMI-1640, 20% Heat inactivated FBS, 2mM L-Glutamine""","""Complete growth medium, 90%; DMSO, 10%""","ERC000026","KMS-12-PE",NA
