,BHKLAB.DRUGID,SMILES,INCHIKEY,PUBCHEM CID,DATABASE ID,MOLECULE_NAME,TARGET_NAME,DATABASE
4394,Dosulepin,CN(C)CC/C=C\1/c2ccccc2CSc3ccccc13,PHTUQLWOUWZIMZ-BOPFTXTBSA-N,5282426,NA,dosulepin,SLC6A2,CLUE.IO
4395,Dosulepin,CN(C)CC/C=C\1/c2ccccc2CSc3ccccc13,PHTUQLWOUWZIMZ-BOPFTXTBSA-N,5282426,DB09167,Dosulepin,CHRM2,DrugBank
4396,Dosulepin,CN(C)CC/C=C\1/c2ccccc2CSc3ccccc13,PHTUQLWOUWZIMZ-BOPFTXTBSA-N,5282426,DB09167,Dosulepin,CHRM3,DrugBank
4397,Dosulepin,CN(C)CC/C=C\1/c2ccccc2CSc3ccccc13,PHTUQLWOUWZIMZ-BOPFTXTBSA-N,5282426,DB09167,Dosulepin,ADRA2A,DrugBank
4398,Dosulepin,CN(C)CC/C=C\1/c2ccccc2CSc3ccccc13,PHTUQLWOUWZIMZ-BOPFTXTBSA-N,5282426,DB09167,Dosulepin,HRH1,DrugBank
4399,Dosulepin,CN(C)CC/C=C\1/c2ccccc2CSc3ccccc13,PHTUQLWOUWZIMZ-BOPFTXTBSA-N,5282426,DB09167,Dosulepin,CHRM5,DrugBank
4400,Dosulepin,CN(C)CC/C=C\1/c2ccccc2CSc3ccccc13,PHTUQLWOUWZIMZ-BOPFTXTBSA-N,5282426,NA,dosulepin,CHRM1,CLUE.IO
4401,Dosulepin,CN(C)CC/C=C\1/c2ccccc2CSc3ccccc13,PHTUQLWOUWZIMZ-BOPFTXTBSA-N,5282426,NA,dosulepin,CHRM4,CLUE.IO
4402,Dosulepin,CN(C)CC/C=C\1/c2ccccc2CSc3ccccc13,PHTUQLWOUWZIMZ-BOPFTXTBSA-N,5282426,DB09167,Dosulepin,HTR2A,DrugBank
4403,Dosulepin,CN(C)CC/C=C\1/c2ccccc2CSc3ccccc13,PHTUQLWOUWZIMZ-BOPFTXTBSA-N,5282426,DB09167,Dosulepin,HTR1A,DrugBank
4404,Dosulepin,CN(C)CC/C=C\1/c2ccccc2CSc3ccccc13,PHTUQLWOUWZIMZ-BOPFTXTBSA-N,5282426,NA,dosulepin,CHRM3,CLUE.IO
4405,Dosulepin,CN(C)CC/C=C\1/c2ccccc2CSc3ccccc13,PHTUQLWOUWZIMZ-BOPFTXTBSA-N,5282426,DB09167,Dosulepin,ADRA2C,DrugBank
4406,Dosulepin,CN(C)CC/C=C\1/c2ccccc2CSc3ccccc13,PHTUQLWOUWZIMZ-BOPFTXTBSA-N,5282426,NA,dosulepin,CHRM5,CLUE.IO
4407,Dosulepin,CN(C)CC/C=C\1/c2ccccc2CSc3ccccc13,PHTUQLWOUWZIMZ-BOPFTXTBSA-N,5282426,DB09167,Dosulepin,ADRA1A,DrugBank
4408,Dosulepin,CN(C)CC/C=C\1/c2ccccc2CSc3ccccc13,PHTUQLWOUWZIMZ-BOPFTXTBSA-N,5282426,DB09167,Dosulepin,SLC6A4,DrugBank
4409,Dosulepin,CN(C)CC/C=C\1/c2ccccc2CSc3ccccc13,PHTUQLWOUWZIMZ-BOPFTXTBSA-N,5282426,DB09167,Dosulepin,ADRA1D,DrugBank
4410,Dosulepin,CN(C)CC/C=C\1/c2ccccc2CSc3ccccc13,PHTUQLWOUWZIMZ-BOPFTXTBSA-N,5282426,NA,dosulepin,HRH1,CLUE.IO
4411,Dosulepin,CN(C)CC/C=C\1/c2ccccc2CSc3ccccc13,PHTUQLWOUWZIMZ-BOPFTXTBSA-N,5282426,DB09167,Dosulepin,ADRA2B,DrugBank
4412,Dosulepin,CN(C)CC/C=C\1/c2ccccc2CSc3ccccc13,PHTUQLWOUWZIMZ-BOPFTXTBSA-N,5282426,DB09167,Dosulepin,SLC6A2,DrugBank
4413,Dosulepin,CN(C)CC/C=C\1/c2ccccc2CSc3ccccc13,PHTUQLWOUWZIMZ-BOPFTXTBSA-N,5282426,NA,dosulepin,CHRM2,CLUE.IO
4414,Dosulepin,CN(C)CC/C=C\1/c2ccccc2CSc3ccccc13,PHTUQLWOUWZIMZ-BOPFTXTBSA-N,5282426,NA,dosulepin,SLC6A4,CLUE.IO
4415,Dosulepin,CN(C)CC/C=C\1/c2ccccc2CSc3ccccc13,PHTUQLWOUWZIMZ-BOPFTXTBSA-N,5282426,DB09167,Dosulepin,ADRA1B,DrugBank
4416,Dovitinib,CN1CCN(CC1)C2=CC3=C(C=C2)NC(=C4C(=C5C(=NC4=O)C=CC=C5F)N)N3,KCOYQXZDFIIGCY-ZZEZOPTASA-N,9886808,NA,dovitinib,KDR,CLUE.IO
4417,Dovitinib,CN1CCN(CC1)C2=CC3=C(C=C2)NC(=C4C(=C5C(=NC4=O)C=CC=C5F)N)N3,KCOYQXZDFIIGCY-ZZEZOPTASA-N,9886808,CHEMBL522892,Dovitinib,KDR,ChEMBL
4418,Dovitinib,CN1CCN(CC1)C2=CC3=C(C=C2)NC(=C4C(=C5C(=NC4=O)C=CC=C5F)N)N3,KCOYQXZDFIIGCY-ZZEZOPTASA-N,9886808,NA,dovitinib,EGFR,CLUE.IO
4419,Dovitinib,CN1CCN(CC1)C2=CC3=C(C=C2)NC(=C4C(=C5C(=NC4=O)C=CC=C5F)N)N3,KCOYQXZDFIIGCY-ZZEZOPTASA-N,9886808,NA,dovitinib,INSR,CLUE.IO
4420,Dovitinib,CN1CCN(CC1)C2=CC3=C(C=C2)NC(=C4C(=C5C(=NC4=O)C=CC=C5F)N)N3,KCOYQXZDFIIGCY-ZZEZOPTASA-N,9886808,CHEMBL522892,Dovitinib,FLT3,ChEMBL
4421,Dovitinib,CN1CCN(CC1)C2=CC3=C(C=C2)NC(=C4C(=C5C(=NC4=O)C=CC=C5F)N)N3,KCOYQXZDFIIGCY-ZZEZOPTASA-N,9886808,CHEMBL522892,Dovitinib,PDGFRA,ChEMBL
4422,Dovitinib,CN1CCN(CC1)C2=CC3=C(C=C2)NC(=C4C(=C5C(=NC4=O)C=CC=C5F)N)N3,KCOYQXZDFIIGCY-ZZEZOPTASA-N,9886808,NA,dovitinib,CSF1R,CLUE.IO
4423,Dovitinib,CN1CCN(CC1)C2=CC3=C(C=C2)NC(=C4C(=C5C(=NC4=O)C=CC=C5F)N)N3,KCOYQXZDFIIGCY-ZZEZOPTASA-N,9886808,NA,dovitinib,PDGFRA,CLUE.IO
4424,Dovitinib,CN1CCN(CC1)C2=CC3=C(C=C2)NC(=C4C(=C5C(=NC4=O)C=CC=C5F)N)N3,KCOYQXZDFIIGCY-ZZEZOPTASA-N,9886808,CHEMBL522892,Dovitinib,PDGFRB,ChEMBL
4425,Dovitinib,CN1CCN(CC1)C2=CC3=C(C=C2)NC(=C4C(=C5C(=NC4=O)C=CC=C5F)N)N3,KCOYQXZDFIIGCY-ZZEZOPTASA-N,9886808,CHEMBL522892,Dovitinib,KIT,ChEMBL
4426,Dovitinib,CN1CCN(CC1)C2=CC3=C(C=C2)NC(=C4C(=C5C(=NC4=O)C=CC=C5F)N)N3,KCOYQXZDFIIGCY-ZZEZOPTASA-N,9886808,DB05928,Dovitinib,NR1I2,DrugBank
4427,Dovitinib,CN1CCN(CC1)C2=CC3=C(C=C2)NC(=C4C(=C5C(=NC4=O)C=CC=C5F)N)N3,KCOYQXZDFIIGCY-ZZEZOPTASA-N,9886808,NA,dovitinib,FLT3,CLUE.IO
4428,Dovitinib,CN1CCN(CC1)C2=CC3=C(C=C2)NC(=C4C(=C5C(=NC4=O)C=CC=C5F)N)N3,KCOYQXZDFIIGCY-ZZEZOPTASA-N,9886808,NA,dovitinib,FLT4,CLUE.IO
4429,Dovitinib,CN1CCN(CC1)C2=CC3=C(C=C2)NC(=C4C(=C5C(=NC4=O)C=CC=C5F)N)N3,KCOYQXZDFIIGCY-ZZEZOPTASA-N,9886808,CHEMBL522892,Dovitinib,FLT4,ChEMBL
4430,Dovitinib,CN1CCN(CC1)C2=CC3=C(C=C2)NC(=C4C(=C5C(=NC4=O)C=CC=C5F)N)N3,KCOYQXZDFIIGCY-ZZEZOPTASA-N,9886808,NA,dovitinib,KIT,CLUE.IO
4431,Dovitinib,CN1CCN(CC1)C2=CC3=C(C=C2)NC(=C4C(=C5C(=NC4=O)C=CC=C5F)N)N3,KCOYQXZDFIIGCY-ZZEZOPTASA-N,9886808,NA,dovitinib,PDGFRB,CLUE.IO
4432,Dovitinib,CN1CCN(CC1)C2=CC3=C(C=C2)NC(=C4C(=C5C(=NC4=O)C=CC=C5F)N)N3,KCOYQXZDFIIGCY-ZZEZOPTASA-N,9886808,NA,dovitinib,FGFR3,CLUE.IO
4433,Dovitinib,CN1CCN(CC1)C2=CC3=C(C=C2)NC(=C4C(=C5C(=NC4=O)C=CC=C5F)N)N3,KCOYQXZDFIIGCY-ZZEZOPTASA-N,9886808,NA,dovitinib,FGFR1,CLUE.IO
4434,Dovitinib,CN1CCN(CC1)C2=CC3=C(C=C2)NC(=C4C(=C5C(=NC4=O)C=CC=C5F)N)N3,KCOYQXZDFIIGCY-ZZEZOPTASA-N,9886808,CHEMBL522892,Dovitinib,FLT1,ChEMBL
4435,Dovitinib,CN1CCN(CC1)C2=CC3=C(C=C2)NC(=C4C(=C5C(=NC4=O)C=CC=C5F)N)N3,KCOYQXZDFIIGCY-ZZEZOPTASA-N,9886808,NA,dovitinib,FLT1,CLUE.IO
4436,Dovitinib,CN1CCN(CC1)C2=CC3=C(C=C2)NC(=C4C(=C5C(=NC4=O)C=CC=C5F)N)N3,KCOYQXZDFIIGCY-ZZEZOPTASA-N,9886808,CHEMBL522892,Dovitinib,FGFR3,ChEMBL
4437,Dovitinib,CN1CCN(CC1)C2=CC3=C(C=C2)NC(=C4C(=C5C(=NC4=O)C=CC=C5F)N)N3,KCOYQXZDFIIGCY-ZZEZOPTASA-N,9886808,NA,dovitinib,FGFR2,CLUE.IO
4438,Doxazosin,COc1cc2nc(nc(N)c2cc1OC)N3CCN(CC3)C(=O)[C@@H]4COc5ccccc5O4,RUZYUOTYCVRMRZ-UHFFFAOYSA-N,3157,CHEMBL707,Doxazosin,ADRA1D,ChEMBL
4439,Doxazosin,COc1cc2nc(nc(N)c2cc1OC)N3CCN(CC3)C(=O)[C@@H]4COc5ccccc5O4,RUZYUOTYCVRMRZ-UHFFFAOYSA-N,3157,DB00590,Doxazosin,KCNH2,DrugBank
4440,Doxazosin,COc1cc2nc(nc(N)c2cc1OC)N3CCN(CC3)C(=O)[C@@H]4COc5ccccc5O4,RUZYUOTYCVRMRZ-UHFFFAOYSA-N,3157,NA,doxazosin,KCNH6,CLUE.IO
4441,Doxazosin,COc1cc2nc(nc(N)c2cc1OC)N3CCN(CC3)C(=O)[C@@H]4COc5ccccc5O4,RUZYUOTYCVRMRZ-UHFFFAOYSA-N,3157,DB00590,Doxazosin,KCNH7,DrugBank
4442,Doxazosin,COc1cc2nc(nc(N)c2cc1OC)N3CCN(CC3)C(=O)[C@@H]4COc5ccccc5O4,RUZYUOTYCVRMRZ-UHFFFAOYSA-N,3157,NA,doxazosin,KCNH2,CLUE.IO
4443,Doxazosin,COc1cc2nc(nc(N)c2cc1OC)N3CCN(CC3)C(=O)[C@@H]4COc5ccccc5O4,RUZYUOTYCVRMRZ-UHFFFAOYSA-N,3157,CHEMBL707,Doxazosin,ADRA1B,ChEMBL
4444,Doxazosin,COc1cc2nc(nc(N)c2cc1OC)N3CCN(CC3)C(=O)[C@@H]4COc5ccccc5O4,RUZYUOTYCVRMRZ-UHFFFAOYSA-N,3157,NA,doxazosin,KCNH7,CLUE.IO
4445,Doxazosin,COc1cc2nc(nc(N)c2cc1OC)N3CCN(CC3)C(=O)[C@@H]4COc5ccccc5O4,RUZYUOTYCVRMRZ-UHFFFAOYSA-N,3157,DB00590,Doxazosin,KCNH6,DrugBank
4446,Doxazosin,COc1cc2nc(nc(N)c2cc1OC)N3CCN(CC3)C(=O)[C@@H]4COc5ccccc5O4,RUZYUOTYCVRMRZ-UHFFFAOYSA-N,3157,CHEMBL707,Doxazosin,ADRA1A,ChEMBL
4447,Doxazosin,COc1cc2nc(nc(N)c2cc1OC)N3CCN(CC3)C(=O)[C@@H]4COc5ccccc5O4,RUZYUOTYCVRMRZ-UHFFFAOYSA-N,3157,DB00590,Doxazosin,ADRA1D,DrugBank
4448,Doxazosin,COc1cc2nc(nc(N)c2cc1OC)N3CCN(CC3)C(=O)[C@@H]4COc5ccccc5O4,RUZYUOTYCVRMRZ-UHFFFAOYSA-N,3157,NA,doxazosin,ADRA1D,CLUE.IO
4449,Doxazosin,COc1cc2nc(nc(N)c2cc1OC)N3CCN(CC3)C(=O)[C@@H]4COc5ccccc5O4,RUZYUOTYCVRMRZ-UHFFFAOYSA-N,3157,DB00590,Doxazosin,ADRA1A,DrugBank
4450,Doxazosin,COc1cc2nc(nc(N)c2cc1OC)N3CCN(CC3)C(=O)[C@@H]4COc5ccccc5O4,RUZYUOTYCVRMRZ-UHFFFAOYSA-N,3157,DB00590,Doxazosin,ADRA1B,DrugBank
4451,Doxazosin,COc1cc2nc(nc(N)c2cc1OC)N3CCN(CC3)C(=O)[C@@H]4COc5ccccc5O4,RUZYUOTYCVRMRZ-UHFFFAOYSA-N,3157,NA,doxazosin,ADRA1A,CLUE.IO
4452,Doxazosin,COc1cc2nc(nc(N)c2cc1OC)N3CCN(CC3)C(=O)[C@@H]4COc5ccccc5O4,RUZYUOTYCVRMRZ-UHFFFAOYSA-N,3157,NA,doxazosin,ADRA1B,CLUE.IO
4453,Doxorubicin,CC1C(C(CC(O1)OC2CC(CC3=C(C4=C(C(=C23)O)C(=O)C5=C(C4=O)C=CC=C5OC)O)(C(=O)CO)O)N)O.Cl,MWWSFMDVAYGXBV-FGBJBKNOSA-N,32874,DB00997,Doxorubicin,NOLC1,DrugBank
4454,Doxorubicin,CC1C(C(CC(O1)OC2CC(CC3=C(C4=C(C(=C23)O)C(=O)C5=C(C4=O)C=CC=C5OC)O)(C(=O)CO)O)N)O.Cl,MWWSFMDVAYGXBV-FGBJBKNOSA-N,32874,CHEMBL53463,Doxorubicin,TOP2A,ChEMBL
4455,Doxorubicin,CC1C(C(CC(O1)OC2CC(CC3=C(C4=C(C(=C23)O)C(=O)C5=C(C4=O)C=CC=C5OC)O)(C(=O)CO)O)N)O.Cl,MWWSFMDVAYGXBV-FGBJBKNOSA-N,32874,BRD-K92093830,doxorubicin,TOP2A,CTRPv2
4456,Doxorubicin,CC1C(C(CC(O1)OC2CC(CC3=C(C4=C(C(=C23)O)C(=O)C5=C(C4=O)C=CC=C5OC)O)(C(=O)CO)O)N)O.Cl,MWWSFMDVAYGXBV-FGBJBKNOSA-N,32874,NA,doxorubicin,TOP2A,CLUE.IO
4457,Doxorubicin,CC1C(C(CC(O1)OC2CC(CC3=C(C4=C(C(=C23)O)C(=O)C5=C(C4=O)C=CC=C5OC)O)(C(=O)CO)O)N)O.Cl,MWWSFMDVAYGXBV-FGBJBKNOSA-N,32874,DB00997,Doxorubicin,TOP2A,DrugBank
4458,Doxorubicin,CC1C(C(CC(O1)OC2CC(CC3=C(C4=C(C(=C23)O)C(=O)C5=C(C4=O)C=CC=C5OC)O)(C(=O)CO)O)N)O.Cl,MWWSFMDVAYGXBV-FGBJBKNOSA-N,32874,CHEMBL53463,Doxorubicin,DNA,ChEMBL
4459,Doxycycline,C[C@@H]1[C@H]2[C@H](O)[C@H]3[C@H](N(C)C)C(=C(C(=O)N)C(=O)[C@@]3(O)C(=C2C(=O)c4c(O)cccc14)O)O,SGKRLCUYIXIAHR-AKNGSSGZSA-N,54671203,NA,doxycycline,MMP8,CLUE.IO
4460,Doxycycline,C[C@@H]1[C@H]2[C@H](O)[C@H]3[C@H](N(C)C)C(=C(C(=O)N)C(=O)[C@@]3(O)C(=C2C(=O)c4c(O)cccc14)O)O,SGKRLCUYIXIAHR-AKNGSSGZSA-N,54671203,CHEMBL1433,Doxycycline,MMP1,ChEMBL
4461,Doxycycline,C[C@@H]1[C@H]2[C@H](O)[C@H]3[C@H](N(C)C)C(=C(C(=O)N)C(=O)[C@@]3(O)C(=C2C(=O)c4c(O)cccc14)O)O,SGKRLCUYIXIAHR-AKNGSSGZSA-N,54671203,CHEMBL1433,Doxycycline,MMP8,ChEMBL
4462,Doxycycline,C[C@@H]1[C@H]2[C@H](O)[C@H]3[C@H](N(C)C)C(=C(C(=O)N)C(=O)[C@@]3(O)C(=C2C(=O)c4c(O)cccc14)O)O,SGKRLCUYIXIAHR-AKNGSSGZSA-N,54671203,CHEMBL1433,Doxycycline,MMP7,ChEMBL
4463,Doxycycline,C[C@@H]1[C@H]2[C@H](O)[C@H]3[C@H](N(C)C)C(=C(C(=O)N)C(=O)[C@@]3(O)C(=C2C(=O)c4c(O)cccc14)O)O,SGKRLCUYIXIAHR-AKNGSSGZSA-N,54671203,CHEMBL1433,Doxycycline,MMP13,ChEMBL
4464,Doxylamine,CN(C)CCOC(C)(c1ccccc1)c2ccccn2,HCFDWZZGGLSKEP-UHFFFAOYSA-N,3162,DB00366,Doxylamine,CHRM1,DrugBank
4465,Doxylamine,CN(C)CCOC(C)(c1ccccc1)c2ccccn2,HCFDWZZGGLSKEP-UHFFFAOYSA-N,3162,DB00366,Doxylamine,NR1I3,DrugBank
4466,Doxylamine,CN(C)CCOC(C)(c1ccccc1)c2ccccn2,HCFDWZZGGLSKEP-UHFFFAOYSA-N,3162,CHEMBL1004,Doxylamine,HRH1,ChEMBL
4467,Doxylamine,CN(C)CCOC(C)(c1ccccc1)c2ccccn2,HCFDWZZGGLSKEP-UHFFFAOYSA-N,3162,NA,doxylamine,HRH1,CLUE.IO
4468,Doxylamine,CN(C)CCOC(C)(c1ccccc1)c2ccccn2,HCFDWZZGGLSKEP-UHFFFAOYSA-N,3162,NA,doxylamine,CHRM1,CLUE.IO
4469,Doxylamine,CN(C)CCOC(C)(c1ccccc1)c2ccccn2,HCFDWZZGGLSKEP-UHFFFAOYSA-N,3162,DB00366,Doxylamine,HRH1,DrugBank
4470,Drofenine,CCN(CC)CCOC(=O)C(C1CCCCC1)c2ccccc2,AGJBLWCLQCKRJP-UHFFFAOYSA-N,3166,NA,NA,NA,NA
4471,Droperidol,Fc1ccc(cc1)C(=O)CCCN2CCC(=CC2)n3c(=O)[nH]c4ccccc34,RMEDXOLNCUSCGS-UHFFFAOYSA-N,3168,NA,droperidol,ADRA1A,CLUE.IO
4472,Droperidol,Fc1ccc(cc1)C(=O)CCCN2CCC(=CC2)n3c(=O)[nH]c4ccccc34,RMEDXOLNCUSCGS-UHFFFAOYSA-N,3168,CHEMBL1108,Droperidol,DRD2,ChEMBL
4473,Droperidol,Fc1ccc(cc1)C(=O)CCCN2CCC(=CC2)n3c(=O)[nH]c4ccccc34,RMEDXOLNCUSCGS-UHFFFAOYSA-N,3168,CHEMBL1108,Droperidol,DRD3,ChEMBL
4474,Droperidol,Fc1ccc(cc1)C(=O)CCCN2CCC(=CC2)n3c(=O)[nH]c4ccccc34,RMEDXOLNCUSCGS-UHFFFAOYSA-N,3168,CHEMBL1108,Droperidol,DRD4,ChEMBL
4475,Droperidol,Fc1ccc(cc1)C(=O)CCCN2CCC(=CC2)n3c(=O)[nH]c4ccccc34,RMEDXOLNCUSCGS-UHFFFAOYSA-N,3168,CHEMBL1108,Droperidol,HTR2A,ChEMBL
4476,Droperidol,Fc1ccc(cc1)C(=O)CCCN2CCC(=CC2)n3c(=O)[nH]c4ccccc34,RMEDXOLNCUSCGS-UHFFFAOYSA-N,3168,DB00450,Droperidol,DRD2,DrugBank
4477,Droperidol,Fc1ccc(cc1)C(=O)CCCN2CCC(=CC2)n3c(=O)[nH]c4ccccc34,RMEDXOLNCUSCGS-UHFFFAOYSA-N,3168,NA,droperidol,DRD4,CLUE.IO
4478,Droperidol,Fc1ccc(cc1)C(=O)CCCN2CCC(=CC2)n3c(=O)[nH]c4ccccc34,RMEDXOLNCUSCGS-UHFFFAOYSA-N,3168,NA,droperidol,HTR2A,CLUE.IO
4479,Droperidol,Fc1ccc(cc1)C(=O)CCCN2CCC(=CC2)n3c(=O)[nH]c4ccccc34,RMEDXOLNCUSCGS-UHFFFAOYSA-N,3168,NA,droperidol,DRD3,CLUE.IO
4480,Droperidol,Fc1ccc(cc1)C(=O)CCCN2CCC(=CC2)n3c(=O)[nH]c4ccccc34,RMEDXOLNCUSCGS-UHFFFAOYSA-N,3168,DB00450,Droperidol,ADRA1A,DrugBank
4481,Droperidol,Fc1ccc(cc1)C(=O)CCCN2CCC(=CC2)n3c(=O)[nH]c4ccccc34,RMEDXOLNCUSCGS-UHFFFAOYSA-N,3168,NA,droperidol,DRD2,CLUE.IO
4482,Dropropizine,OCC(O)CN1CCN(CC1)c2ccccc2,PTVWPYVOOKLBCG-UHFFFAOYSA-N,3169,NA,NA,NA,NA
4483,DTIC-Dome,CN(C)N=Nc1[nH]cnc1C(=O)N,FDKXTQMXEQVLRF-ZHACJKMWSA-N,5353562,NA,NA,NA,NA
4484,Dyclonine,CCCCOc1ccc(cc1)C(=O)CCN2CCCCC2,BZEWSEKUUPWQDQ-UHFFFAOYSA-N,3180,CHEMBL1201217,Dyclonine,SCN8A,ChEMBL
4485,Dyclonine,CCCCOc1ccc(cc1)C(=O)CCN2CCCCC2,BZEWSEKUUPWQDQ-UHFFFAOYSA-N,3180,CHEMBL1201217,Dyclonine,SCN5A,ChEMBL
4486,Dyclonine,CCCCOc1ccc(cc1)C(=O)CCN2CCCCC2,BZEWSEKUUPWQDQ-UHFFFAOYSA-N,3180,CHEMBL1201217,Dyclonine,SCN4A,ChEMBL
4487,Dyclonine,CCCCOc1ccc(cc1)C(=O)CCN2CCCCC2,BZEWSEKUUPWQDQ-UHFFFAOYSA-N,3180,CHEMBL1201217,Dyclonine,SCN2A,ChEMBL
4488,Dyclonine,CCCCOc1ccc(cc1)C(=O)CCN2CCCCC2,BZEWSEKUUPWQDQ-UHFFFAOYSA-N,3180,CHEMBL1201217,Dyclonine,SCN11A,ChEMBL
4489,Dyclonine,CCCCOc1ccc(cc1)C(=O)CCN2CCCCC2,BZEWSEKUUPWQDQ-UHFFFAOYSA-N,3180,CHEMBL1201217,Dyclonine,SCN1A,ChEMBL
4490,Dyclonine,CCCCOc1ccc(cc1)C(=O)CCN2CCCCC2,BZEWSEKUUPWQDQ-UHFFFAOYSA-N,3180,CHEMBL1201217,Dyclonine,SCN7A,ChEMBL
4491,Dyclonine,CCCCOc1ccc(cc1)C(=O)CCN2CCCCC2,BZEWSEKUUPWQDQ-UHFFFAOYSA-N,3180,NA,dyclonine,SCN10A,CLUE.IO
4492,Dyclonine,CCCCOc1ccc(cc1)C(=O)CCN2CCCCC2,BZEWSEKUUPWQDQ-UHFFFAOYSA-N,3180,CHEMBL1201217,Dyclonine,SCN9A,ChEMBL
4493,Dyclonine,CCCCOc1ccc(cc1)C(=O)CCN2CCCCC2,BZEWSEKUUPWQDQ-UHFFFAOYSA-N,3180,CHEMBL1201217,Dyclonine,SCN10A,ChEMBL
4494,Dyclonine,CCCCOc1ccc(cc1)C(=O)CCN2CCCCC2,BZEWSEKUUPWQDQ-UHFFFAOYSA-N,3180,NA,dyclonine,SCN5A,CLUE.IO
4495,Dyclonine,CCCCOc1ccc(cc1)C(=O)CCN2CCCCC2,BZEWSEKUUPWQDQ-UHFFFAOYSA-N,3180,DB00645,Dyclonine,SCN10A,DrugBank
4496,Dyclonine,CCCCOc1ccc(cc1)C(=O)CCN2CCCCC2,BZEWSEKUUPWQDQ-UHFFFAOYSA-N,3180,CHEMBL1201217,Dyclonine,SCN3A,ChEMBL
4497,Dydrogesterone,CC(=O)[C@H]1CC[C@H]2[C@@H]3C=CC4=CC(=O)CC[C@@]4(C)[C@@H]3CC[C@]12C,JGMOKGBVKVMRFX-HQZYFCCVSA-N,9051,CHEMBL1200853,Dydrogesterone,PGR,ChEMBL
4498,Dydrogesterone,CC(=O)[C@H]1CC[C@H]2[C@@H]3C=CC4=CC(=O)CC[C@@]4(C)[C@@H]3CC[C@]12C,JGMOKGBVKVMRFX-HQZYFCCVSA-N,9051,DB00378,Dydrogesterone,PGR,DrugBank
4499,Dydrogesterone,CC(=O)[C@H]1CC[C@H]2[C@@H]3C=CC4=CC(=O)CC[C@@]4(C)[C@@H]3CC[C@]12C,JGMOKGBVKVMRFX-HQZYFCCVSA-N,9051,NA,dydrogesterone,PGR,CLUE.IO
4500,Ebselen,O=c1n([se]c2ccccc12)c3ccccc3,DYEFUKCXAQOFHX-UHFFFAOYSA-N,3194,NA,ebselen,ALB,CLUE.IO
4501,Ebselen,O=c1n([se]c2ccccc12)c3ccccc3,DYEFUKCXAQOFHX-UHFFFAOYSA-N,3194,DB12610,Ebselen,EPHX2,DrugBank
4502,Econazole,Clc1ccc(COC(Cn2ccnc2)c3ccc(Cl)cc3Cl)cc1,LEZWWPYKPKIXLL-UHFFFAOYSA-N,3198,NA,econazole,TRPV5,CLUE.IO
4503,Econazole,Clc1ccc(COC(Cn2ccnc2)c3ccc(Cl)cc3Cl)cc1,LEZWWPYKPKIXLL-UHFFFAOYSA-N,3198,DB01127,Econazole,ERG11,DrugBank
4504,Econazole,Clc1ccc(COC(Cn2ccnc2)c3ccc(Cl)cc3Cl)cc1,LEZWWPYKPKIXLL-UHFFFAOYSA-N,3198,NA,econazole,NPY2R,CLUE.IO
4505,Econazole,Clc1ccc(COC(Cn2ccnc2)c3ccc(Cl)cc3Cl)cc1,LEZWWPYKPKIXLL-UHFFFAOYSA-N,3198,NA,econazole,CYP51A1,CLUE.IO
4506,Econazole,Clc1ccc(COC(Cn2ccnc2)c3ccc(Cl)cc3Cl)cc1,LEZWWPYKPKIXLL-UHFFFAOYSA-N,3198,NA,econazole,NPY1R,CLUE.IO
4507,Econazole,Clc1ccc(COC(Cn2ccnc2)c3ccc(Cl)cc3Cl)cc1,LEZWWPYKPKIXLL-UHFFFAOYSA-N,3198,CHEMBL808,Econazole,Cytochrome P450 51,ChEMBL
4508,Econazole,Clc1ccc(COC(Cn2ccnc2)c3ccc(Cl)cc3Cl)cc1,LEZWWPYKPKIXLL-UHFFFAOYSA-N,3198,DB01127,Econazole,NR1I2,DrugBank
4509,Econazole,Clc1ccc(COC(Cn2ccnc2)c3ccc(Cl)cc3Cl)cc1,LEZWWPYKPKIXLL-UHFFFAOYSA-N,3198,NA,econazole,TRPM2,CLUE.IO
4510,Edrophonium chloride,CC[N+](C)(C)c1cccc(O)c1,BXKDSDJJOVIHMX-UHFFFAOYSA-N,60204238,NA,NA,NA,NA
4511,Efavirenz,C1CC1C#CC2(C3=C(C=CC(=C3)Cl)NC(=O)O2)C(F)(F)F,XPOQHMRABVBWPR-ZDUSSCGKSA-N,64139,NA,efavirenz,CYP2C9,CLUE.IO
4512,Efavirenz,C1CC1C#CC2(C3=C(C=CC(=C3)Cl)NC(=O)O2)C(F)(F)F,XPOQHMRABVBWPR-ZDUSSCGKSA-N,64139,NA,efavirenz,CYP2B6,CLUE.IO
4513,Efavirenz,C1CC1C#CC2(C3=C(C=CC(=C3)Cl)NC(=O)O2)C(F)(F)F,XPOQHMRABVBWPR-ZDUSSCGKSA-N,64139,DB00625,Efavirenz,pol,DrugBank
4514,Efavirenz,C1CC1C#CC2(C3=C(C=CC(=C3)Cl)NC(=O)O2)C(F)(F)F,XPOQHMRABVBWPR-ZDUSSCGKSA-N,64139,CHEMBL223228,Efavirenz,Human immunodeficiency virus type 1 reverse transcriptase,ChEMBL
4515,Efavirenz,C1CC1C#CC2(C3=C(C=CC(=C3)Cl)NC(=O)O2)C(F)(F)F,XPOQHMRABVBWPR-ZDUSSCGKSA-N,64139,NA,efavirenz,CYP2C19,CLUE.IO
