"id","Drug","Synonym"
"8169","Omeprazole","5-methoxy-2-{[(4-methoxy-3,5-dimethylpyridin-2-yl)methane]sulfinyl}-1H-1,3-benzodiazole"
"8170","Omeprazole","6-methoxy-2-[(4-methoxy-3,5-dimethyl-2-pyridinyl)methylsulfinyl]-1H-benzimidazole"
"8171","Omeprazole","6-methoxy-2-[(4-methoxy-3,5-dimethyl-pyridin-2-yl)methylsulfinyl]-1H-benzimidazole"
"8172","Omeprazole","6-methoxy-2-[[(4-methoxy-3,5-dimethyl-2-pyridinyl)-methyl]sulfinyl]-1h-benzimidazole"
"8173","Omeprazole","6-methoxy-2-[[(4-methoxy-3,5-dimethyl-2-pyridinyl)methyl]sulfinyl]-1h-benzimidazole"
"8174","Omeprazole","6-methoxy-2-[[(4-methoxy-3,5dimethyl-2-pyridinyl)-methyl]sulfinyl]-1h-benzimidazole"
"8175","Omeprazole","6-methoxy-2-[[(4-methoxy3,5-dimethyl-2-pyridinyl)-methyl]sulfinyl]-1h-benzimidazole"
"8176","Omeprazole","6-methoxy-2-[[(4methoxy-3,5-dimethyl2-pyridinyl)methyl]sulfinyl]-1h-benzimidazole"
"8177","Omeprazole","Omeprazole for peak identification, European Pharmacopoeia (EP) Reference Standard"
"8178","Omeprazole","Omeprazole solution, 1.0 mg/mL in methanol, ampule of 1 mL, certified reference material"
"8179","Omeprazole","(omeprazole)5-Methoxy-2-(4-methoxy-3,5-dimethyl-pyridin-2-ylmethanesulfinyl)-1H-benzoimidazole"
"8180","Omeprazole","(RS)-6-methoxy-2-((4-methoxy-3,5-dimethylpyridin-2-yl) methylsulfinyl)-1H-benzo[d]imidazole"
"8181","Omeprazole","131959-78-9"
"8182","Omeprazole","5-Methoxy-2-(4-methoxy-3,5-dimethyl-pyridin-2-ylmethanesulfinyl)-1H-benzoimidazole (omeprazole)"
"8183","Omeprazole","5-Methoxy-2-(4-methoxy-3,5-dimethyl-pyridin-2-ylmethanesulfinyl)-1H-benzoimidazole(Omeprazole)"
"8184","Omeprazole","5-Methoxy-2-[[(4-methoxy-3,5-dimethyl-2-pyridinyl)methyl]sulfinyl]-1H-benzimidazole; Antra; Losec"
"8185","Omeprazole","6-Methoxy-2-[(S)-[(4-methoxy-3,5-dimethyl-2-pyridinyl)methyl]sulfinyl]-1H-benzimidazole sodium salt"
"8186","Allyl alcohol","ALLYL ALCOHOL"
"8187","Allyl alcohol","2-Propen-1-ol"
"8188","Allyl alcohol","107-18-6"
"8189","Allyl alcohol","PROP-2-EN-1-OL"
"8190","Allyl alcohol","Vinylcarbinol"
"8191","Allyl alcohol","2-Propenyl alcohol"
"8192","Allyl alcohol","3-Hydroxypropene"
"8193","Allyl alcohol","2-Propenol"
"8194","Allyl alcohol","Allylic alcohol"
"8195","Allyl alcohol","1-Propen-3-ol"
"8196","Allyl alcohol","Vinyl carbinol"
"8197","Allyl alcohol","Weed drench"
"8198","Allyl alcohol","Propenyl alcohol"
"8199","Allyl alcohol","Allylalkohol"
"8200","Allyl alcohol","Propenol"
"8201","Allyl alcohol","1-Propenol-3"
"8202","Allyl alcohol","Alcool allylique"
"8203","Allyl alcohol","Allilowy alkohol"
"8204","Allyl alcohol","Propen-1-ol-3"
"8205","Allyl alcohol","Shell unkrautted A"
"8206","Allyl alcohol","Alcool allilco"
"8207","Allyl alcohol","Shell Unkrauttod A"
"8208","Allyl alcohol","RCRA waste number P005"
"8209","Allyl alcohol","Allylalkohol [German]"
"8210","Allyl alcohol","Caswell No. 026"
"8211","Allyl alcohol","Alcool allilco [Italian]"
"8212","Allyl alcohol","Allyl al"
"8213","Allyl alcohol","Alcool allylique [French]"
"8214","Allyl alcohol","Allilowy alkohol [Polish]"
"8215","Allyl alcohol","NSC 6526"
"8216","Allyl alcohol","CCRIS 747"
"8217","Allyl alcohol","2-Propene-1-ol"
"8218","Allyl alcohol","HSDB 192"
"8219","Allyl alcohol","1-hydroxy-2-propene"
"8220","Allyl alcohol","UNII-3W678R12M0"
"8221","Allyl alcohol","3-Hydroxy-1-propene"
"8222","Allyl alcohol","XXROGKLTLUQVRX-UHFFFAOYSA-N"
"8223","Allyl alcohol","EINECS 203-470-7"
"8224","Allyl alcohol","UN1098"
"8225","Allyl alcohol","RCRA waste no. P005"
"8226","Allyl alcohol","EPA Pesticide Chemical Code 068401"
"8227","Allyl alcohol","AI3-14312"
"8228","Allyl alcohol","CHEBI:16605"
"8229","Allyl alcohol","MFCD00002920"
"8230","Allyl alcohol","3W678R12M0"
"8231","Allyl alcohol","DSSTox_CID_44"
"8232","Allyl alcohol","DSSTox_RID_75335"
"8233","Allyl alcohol","DSSTox_GSID_20044"
"8234","Allyl alcohol","Allyl alcohol, >=98.5%"
"8235","Allyl alcohol","Allyl alcohol, 99%, extra pure"
"8236","Allyl alcohol","CAS-107-18-6"
"8237","Allyl alcohol","allylalcohol"
"8238","Allyl alcohol","Orvinylcarbinol"
"8239","Allyl alcohol","Aaalcool allilco"
"8240","Allyl alcohol","AllOH"
"8241","Allyl alcohol","Propenol-3"
"8242","Allyl alcohol","2-propen-1ol"
"8243","Allyl alcohol","1-Propenol-3-ol"
"8244","Allyl alcohol","prop-2-en-I-ol"
"8245","Allyl alcohol","ALLYL-ALCOHOL"
"8246","Allyl alcohol","CH2=CHCH2OH"
"8247","Allyl alcohol","Allyl alcohol, >=99%"
"8248","Allyl alcohol","EC 203-470-7"
"8249","Allyl alcohol","WLN: Q2U1"
"8250","Allyl alcohol","CHEMBL234926"
"8251","Allyl alcohol","DTXSID8020044"
"8252","Allyl alcohol","CTK0H5235"
"8253","Allyl alcohol","NSC6526"
"8254","Allyl alcohol","Allyl alcohol, analytical standard"
"8255","Allyl alcohol","ZINC901213"
"8256","Allyl alcohol","BCP26846"
"8257","Allyl alcohol","NSC-6526"
"8258","Allyl alcohol","Tox21_200200"
"8259","Allyl alcohol","Tox21_303507"
"8260","Allyl alcohol","Allyl alcohol [UN1098] [Poison]"
"8261","Allyl alcohol","LS-433"
"8262","Allyl alcohol","STL185566"
"8263","Allyl alcohol","AKOS000118796"
"8264","Allyl alcohol","Allyl alcohol [UN1098]  [Poison]"
"8265","Allyl alcohol","MCULE-2145308838"
"8266","Allyl alcohol","UN 1098"
"8267","Allyl alcohol","NCGC00091428-01"
"8268","Allyl alcohol","NCGC00091428-02"
"8269","Allyl alcohol","NCGC00091428-03"
"8270","Allyl alcohol","NCGC00257474-01"
"8271","Allyl alcohol","NCGC00257754-01"
"8272","Allyl alcohol","62309-52-8"
"8273","Allyl alcohol","Allyl Alcohol 500 microg/mL in Methanol"
"8274","Allyl alcohol","BP-21152"
"8275","Allyl alcohol","TX-012229"
"8276","Allyl alcohol","A0218"
"8277","Allyl alcohol","FT-0613372"
"8278","Allyl alcohol","6025-EP0930075A1"
"8279","Allyl alcohol","6025-EP2274983A1"
"8280","Allyl alcohol","6025-EP2275401A1"
"8281","Allyl alcohol","6025-EP2275411A2"
"8282","Allyl alcohol","6025-EP2275417A2"
"8283","Allyl alcohol","6025-EP2284157A1"
"8284","Allyl alcohol","6025-EP2284162A2"
"8285","Allyl alcohol","6025-EP2284163A2"
"8286","Allyl alcohol","6025-EP2305684A1"
"8287","Allyl alcohol","6025-EP2308861A1"
"8288","Allyl alcohol","6025-EP2308877A1"
"8289","Allyl alcohol","6025-EP2311815A1"
"8290","Allyl alcohol","6025-EP2311823A1"
"8291","Allyl alcohol","6025-EP2374783A1"
"8292","Allyl alcohol","6025-EP2377841A1"
"8293","Allyl alcohol","6025-EP2380568A1"
"8294","Allyl alcohol","C02001"
"8295","Allyl alcohol","InChI=1/C3H6O/c1-2-3-4/h2,4H,1,3H"
"8296","Allyl alcohol","Q414553"
"8297","Allyl alcohol","ALLYL ALCOHOL (ALLYL ACETATE (591-87-7))"
"8298","Allyl alcohol","F0001-0139"
"8299","Allyl alcohol","Z1259086992"
"8300","Valproic acid","VALPROIC ACID"
"8301","Valproic acid","2-Propylpentanoic acid"
"8302","Valproic acid","99-66-1"
"8303","Valproic acid","Dipropylacetic acid"
"8304","Valproic acid","2-Propylvaleric acid"
"8305","Valproic acid","Depakine"
"8306","Valproic acid","Depakene"
"8307","Valproic acid","Valproate"
"8308","Valproic acid","Ergenyl"
"8309","Valproic acid","Di-n-propylacetic acid"
"8310","Valproic acid","Mylproin"
"8311","Valproic acid","Pentanoic acid, 2-propyl-"
"8312","Valproic acid","4-Heptanecarboxylic acid"
"8313","Valproic acid","n-Dipropylacetic acid"
"8314","Valproic acid","Propylvaleric acid"
"8315","Valproic acid","Myproic Acid"
"8316","Valproic acid","n-DPA"
"8317","Valproic acid","Dipropylacetate"
"8318","Valproic acid","Convulex"
"8319","Valproic acid","Depakin"
"8320","Valproic acid","Vupral"
"8321","Valproic acid","Di-n-propylessigsaure"
"8322","Valproic acid","Avugane"
"8323","Valproic acid","Baceca"
"8324","Valproic acid","Stavzor"
"8325","Valproic acid","Acido valproico"
"8326","Valproic acid","Kyselina 2-propylvalerova"
"8327","Valproic acid","Acide valproique"
"8328","Valproic acid","2-n-Propyl-n-valeric acid"
"8329","Valproic acid","Acidum valproicum"
"8330","Valproic acid","Acetic acid, dipropyl-"
"8331","Valproic acid","Abbott 44090"
"8332","Valproic acid","Valproinsaeure"
"8333","Valproic acid","Savicol"
"8334","Valproic acid","Depakine chrono"
"8335","Valproic acid","Depakin chrono"
"8336","Valproic acid","Valproic acid (USP)"
"8337","Valproic acid","Acide valproique [INN-French]"
"8338","Valproic acid","Acido valproico [INN-Spanish]"
"8339","Valproic acid","Acidum valproicum [INN-Latin]"
"8340","Valproic acid","2-PROPYL-PENTANOIC ACID"
"8341","Valproic acid","Di-n-propylessigsaure [German]"
"8342","Valproic acid","Valeric acid, 2-propyl-"
"8343","Valproic acid","divalproex"
"8344","Valproic acid","Depakene (TN)"
"8345","Valproic acid","Epilim"
"8346","Valproic acid","Kyselina 2-propylvalerova [Czech]"
"8347","Valproic acid","2,2-di-n-propylacetic acid"
"8348","Valproic acid","Di-n-propylessigsaeure"
"8349","Valproic acid","UNII-614OI1Z5WI"
"8350","Valproic acid","NSC 93819"
"8351","Valproic acid","VPA"
"8352","Valproic acid","HSDB 3582"
"8353","Valproic acid","EINECS 202-777-3"
"8354","Valproic acid","MFCD00002672"
"8355","Valproic acid","CHEMBL109"
"8356","Valproic acid","(n-C3H7)2CHCOOH"
"8357","Valproic acid","BRN 1750447"
"8358","Valproic acid","AI3-10500"
"8359","Valproic acid","614OI1Z5WI"
"8360","Valproic acid","CHEBI:39867"
"8361","Valproic acid","NIJJYAXOARWZEE-UHFFFAOYSA-N"
"8362","Valproic acid","NSC-93819"
"8363","Valproic acid","Depakote CP"
"8364","Valproic acid","NCGC00091149-01"
"8365","Valproic acid","Convulsofin"
"8366","Valproic acid","Deproic"
"8367","Valproic acid","Alti-Valproic"
"8368","Valproic acid","Novo-Valproic"
"8369","Valproic acid","Penta-Valproic"
"8370","Valproic acid","Dom-Valproic"
"8371","Valproic acid","Med Valproic"
"8372","Valproic acid","Dipropyl Acetate"
"8373","Valproic acid","Nu-Valproic"
"8374","Valproic acid","DSSTox_CID_3733"
"8375","Valproic acid","DSSTox_RID_77171"
"8376","Valproic acid","DSSTox_GSID_23733"
"8377","Valproic acid","Valproic acid USP"
"8378","Valproic acid","PMS-Valproic Acid"
"8379","Valproic acid","2-Propylpentanoic acid, 99%"
"8380","Valproic acid","CAS-99-66-1"
"8381","Valproic acid","Depakote (TM)"
"8382","Valproic acid","SMR000499581"
"8383","Valproic acid","Valproic acid [USAN:INN:BAN]"
"8384","Valproic acid","2 PP (base)"
"8385","Valproic acid","Valproic Acid, Sodium Salt (2:1)"
"8386","Valproic acid","Novo-divalproex"
"8387","Valproic acid","Sandoz valproic"
"8388","Valproic acid","Dom-valproate"
"8389","Valproic acid","Gen-divalproex"
"8390","Valproic acid","Apo-valproic"
"8391","Valproic acid","A-44090"
"8392","Valproic acid","APO-divalproex"
"8393","Valproic acid","DOM-divalproex"
"8394","Valproic acid","Epival er"
"8395","Valproic acid","PHL-valproate"
"8396","Valproic acid","PMS-valproate"
"8397","Valproic acid","PMS-Divalproex"
"8398","Valproic acid","Erganyl; Stavzor"
"8399","Valproic acid","Dom-valproic acid"
"8400","Valproic acid","Apo-valproic syrup"
"8401","Valproic acid","PHL-valproic acid"
"8402","Valproic acid","Epiject I.V."
"8403","Valproic acid","2-propyl-Pentanoate"
"8404","Valproic acid","Epical (TM)"
"8405","Valproic acid","Epilim (Salt/Mix)"
"8406","Valproic acid","Valproic acid [USAN:USP:INN:BAN]"
"8407","Valproic acid","2-PropylpentanoicAcid"
"8408","Valproic acid","Depacon (Salt/Mix)"
"8409","Valproic acid","Convulex (Salt/Mix)"
"8410","Valproic acid","Eurekene (Salt/Mix)"
"8411","Valproic acid","G2M-777"
"8412","Valproic acid","Valparin (Salt/Mix)"
"8413","Valproic acid","Novo-Valproic - ECC"
"8414","Valproic acid","Spectrum_000521"
"8415","Valproic acid","Divalproex (Salt/Mix)"
"8416","Valproic acid","Dom-valproic acid syrup"
"8417","Valproic acid","Ratio-Valproic - ECC"
"8418","Valproic acid","Valdisoval (Salt/Mix)"
"8419","Valproic acid","ACMC-209sdq"
"8420","Valproic acid","2 -propylpentanoic acid"
"8421","Valproic acid","di-n-propyl acetic acid"
"8422","Valproic acid","S(-)-4-En-valproate"
"8423","Valproic acid","33433-82-8"
"8424","Valproic acid","Spectrum2_000946"
"8425","Valproic acid","Spectrum3_001733"
"8426","Valproic acid","Spectrum4_000376"
"8427","Valproic acid","DOM-valproic acid E.C."
"8428","Valproic acid","Heptane-4-carboxylic acid"
"8429","Valproic acid","PHL-valproic acid E.C."
"8430","Valproic acid","PMS-valproic acid E.C."
"8431","Valproic acid","Novo-valproic soft gel cap"
"8432","Valproic acid","EC 202-777-3"
"8433","Valproic acid","SCHEMBL2275"
"8434","Valproic acid","S-2-n-Propyl-4-pentenoate"
"8435","Valproic acid","(S)-2-propyl-4-pentanoate"
"8436","Valproic acid","KBioGR_000871"
"8437","Valproic acid","KBioGR_002277"
"8438","Valproic acid","KBioSS_001001"
"8439","Valproic acid","KBioSS_002278"
"8440","Valproic acid","KSC493G8T"
"8441","Valproic acid","MLS001076682"
"8442","Valproic acid","MLS001335927"
"8443","Valproic acid","MLS001335928"
"8444","Valproic acid","MLS002415770"
"8445","Valproic acid","BIDD:GT0858"
"8446","Valproic acid","DivK1c_000273"
"8447","Valproic acid","SPBio_000912"
"8448","Valproic acid","GTPL7009"
"8449","Valproic acid","DTXSID6023733"
"8450","Valproic acid","WLN: QVY3 & 3"
"8451","Valproic acid","CTK3J3389"
"8452","Valproic acid","KBio1_000273"
"8453","Valproic acid","KBio2_001001"
"8454","Valproic acid","KBio2_002277"
"8455","Valproic acid","KBio2_003569"
"8456","Valproic acid","KBio2_004845"
"8457","Valproic acid","KBio2_006137"
"8458","Valproic acid","KBio2_007413"
"8459","Valproic acid","KBio3_002626"
"8460","Valproic acid","KBio3_002757"
"8461","Valproic acid","KS-00000CCR"
"8462","Valproic acid","NIJJYAXOARWZEE-UHFFFAOYSA-"
"8463","Valproic acid","Valproic acid [USAN:BAN:INN]"
"8464","Valproic acid","NINDS_000273"
"8465","Valproic acid","HMS2089J06"
"8466","Valproic acid","HMS2231E06"
"8467","Valproic acid","HMS3259C18"
"8468","Valproic acid","HMS3370C21"
"8469","Valproic acid","HMS3715B15"
"8470","Valproic acid","ACT05281"
"8471","Valproic acid","ALBB-032973"
"8472","Valproic acid","NSC93819"
"8473","Valproic acid","ZINC3008621"
"8474","Valproic acid","Tox21_111091"
"8475","Valproic acid","Tox21_201963"
"8476","Valproic acid","Tox21_300603"
"8477","Valproic acid","ANW-41052"
"8478","Valproic acid","BDBM50003616"
"8479","Valproic acid","LMFA01020291"
"8480","Valproic acid","s3944"
"8481","Valproic acid","SBB065764"
"8482","Valproic acid","STL445581"
"8483","Valproic acid","AKOS009156895"
"8484","Valproic acid","Tox21_111091_1"
"8485","Valproic acid","Valproic Acid 1.0 mg/ml in Methanol"
"8486","Valproic acid","CCG-221127"
"8487","Valproic acid","CS-1765"
"8488","Valproic acid","DB00313"
"8489","Valproic acid","LS-2068"
"8490","Valproic acid","MCULE-7136317196"
"8491","Valproic acid","NC00584"
"8492","Valproic acid","RTR-031980"
"8493","Valproic acid","SDCCGSBI-0050864.P004"
"8494","Valproic acid","TRA0085608"
"8495","Valproic acid","NCGC00091149-02"
"8496","Valproic acid","NCGC00091149-03"
"8497","Valproic acid","NCGC00091149-04"
"8498","Valproic acid","NCGC00091149-05"
"8499","Valproic acid","NCGC00091149-06"
"8500","Valproic acid","NCGC00091149-08"
"8501","Valproic acid","NCGC00091149-09"
"8502","Valproic acid","NCGC00162288-07"
"8503","Valproic acid","NCGC00254365-01"
"8504","Valproic acid","NCGC00259512-01"
"8505","Valproic acid","AK128830"
"8506","Valproic acid","AS-11354"
"8507","Valproic acid","CPD000499581"
"8508","Valproic acid","HY-10585"
"8509","Valproic acid","SAM002564230"
"8510","Valproic acid","SBI-0050864.P003"
"8511","Valproic acid","AB0009719"
"8512","Valproic acid","Depakote, Depacon,Valproic acid Sodium salt"
"8513","Valproic acid","LS-161170"
"8514","Valproic acid","TR-031980"
"8515","Valproic acid","791-EP2306789A1"
"8516","Valproic acid","FT-0609289"
"8517","Valproic acid","P0823"
"8518","Valproic acid","6400-EP1441224A2"
"8519","Valproic acid","6400-EP2272537A2"
"8520","Valproic acid","6400-EP2272827A1"
"8521","Valproic acid","6400-EP2275420A1"
"8522","Valproic acid","6400-EP2280008A2"
"8523","Valproic acid","6400-EP2298764A1"
"8524","Valproic acid","6400-EP2298765A1"
"8525","Valproic acid","6400-EP2308867A2"
"8526","Valproic acid","6400-EP2308870A2"
"8527","Valproic acid","6400-EP2311494A1"
"8528","Valproic acid","6400-EP2311840A1"
"8529","Valproic acid","6400-EP2314585A1"
"8530","Valproic acid","6400-EP2374790A1"
"8531","Valproic acid","A19450"
"8532","Valproic acid","C07185"
"8533","Valproic acid","D00399"
"8534","Valproic acid","AB00698315-06"
"8535","Valproic acid","Q240642"
"8536","Valproic acid","Q-200321"
"8537","Valproic acid","Sodium valproate; 2-Propylpentanoic acid sodium salt"
"8538","Valproic acid","SR-01000075242-7"
"8539","Valproic acid","F2191-0115"
"8540","Valproic acid","Z1511532065"
"8541","Valproic acid","Valproic acid, European Pharmacopoeia (EP) Reference Standard"
"8542","Valproic acid","Valproic acid, United States Pharmacopeia (USP) Reference Standard"
"8543","Valproic acid","InChI=1/C8H16O2/c1-3-5-7(6-4-2)8(9)10/h7H,3-6H2,1-2H3,(H,9,10)"
"8544","Valproic acid","Valproic acid for system suitability, European Pharmacopoeia (EP) Reference Standard"
"8545","Valproic acid","Valproic acid solution, 1.0 mg/mL in methanol, ampule of 1 mL, certified reference material"
"8546","Valproic acid","Valproic acid, Pharmaceutical Secondary Standard; Certified Reference Material"
"8547","Diclofenac","diclofenac"
"8548","Diclofenac","15307-86-5"
"8549","Diclofenac","Diclofenac acid"
"8550","Diclofenac","dichlofenac"
"8551","Diclofenac","Voltaren"
"8552","Diclofenac","Diclofenacum"
"8553","Diclofenac","Diclophenac"
"8554","Diclofenac","2-(2-((2,6-Dichlorophenyl)amino)phenyl)acetic acid"
"8555","Diclofenac","Diclofenaco"
"8556","Diclofenac","ProSorb-D"
"8557","Diclofenac","Voltarol"
"8558","Diclofenac","Diclofenac resinate"
"8559","Diclofenac","Pennsaid"
"8560","Diclofenac","Benzeneacetic acid, 2-[(2,6-dichlorophenyl)amino]-"
"8561","Diclofenac","2-((2,6-Dichlorophenyl)amino)benzeneacetic acid"
"8562","Diclofenac","2-(2,6-Dichloroanilino)phenylacetic Acid"
"8563","Diclofenac","Diclofenacum [INN-Latin]"
"8564","Diclofenac","Diclofenaco [INN-Spanish]"
"8565","Diclofenac","2-[2-(2,6-dichloroanilino)phenyl]acetic acid"
"8566","Diclofenac","Solaraze"
"8567","Diclofenac","UNII-144O8QL0L1"
"8568","Diclofenac","CHEBI:47381"
"8569","Diclofenac","Voltaren-XR"
"8570","Diclofenac","2-{2-[(2,6-dichlorophenyl)amino]phenyl}acetic acid"
"8571","Diclofenac","HSDB 7234"
"8572","Diclofenac","DCOPUUMXTXDBNB-UHFFFAOYSA-N"
"8573","Diclofenac","EINECS 239-348-5"
"8574","Diclofenac","2-[(2,6-Dichlorophenyl)amino]benzeneacetic acid"
"8575","Diclofenac","CHEMBL139"
"8576","Diclofenac","{2-[(2,6-dichlorophenyl)amino]phenyl}acetic acid"
"8577","Diclofenac","BRN 2146636"
"8578","Diclofenac","2-[2,6-DICHLOROPHENYL)AMINO]BENZENEACETIC ACID"
"8579","Diclofenac","ACETIC ACID, (o-(2,6-DICHLOROANILINO)PHENYL)-"
"8580","Diclofenac","[2-(2,6-Dichloroanilino)phenyl]acetic acid"
"8581","Diclofenac","144O8QL0L1"
"8582","Diclofenac","Arthrotec"
"8583","Diclofenac","Olfen"
"8584","Diclofenac","Benzeneacetic acid, 2-((2,6-dichlorophenyl)amino)-"
"8585","Diclofenac","Novapirina"
"8586","Diclofenac","Solaraze (TN)"
"8587","Diclofenac","2-[(2,6-dichlorophenyl)amino]-benzeneacetic acid"
"8588","Diclofenac","2-[2-(2,6-dichlorophenyl)aminophenyl]ethanoic acid"
"8589","Diclofenac","2-[2-[(2,6-dichlorophenyl)amino]phenyl]acetic acid"
"8590","Diclofenac","Dichlofenal"
"8591","Diclofenac","Dicrofenac"
"8592","Diclofenac","Zorovolex"
"8593","Diclofenac","Zorvolex"
"8594","Diclofenac","Diclonate P"
"8595","Diclofenac","Diclofenamic acid"
"8596","Diclofenac","DIF"
"8597","Diclofenac","CGP-45840B"
"8598","Diclofenac","Diclofenac [INN:BAN]"
"8599","Diclofenac","GP-45840"
"8600","Diclofenac","(2-((2,6-Dichlorophenyl)amino-phenyl)acetic acid (HD)"
"8601","Diclofenac","Diclofenac [USAN:INN:BAN]"
"8602","Diclofenac","ISV-205"
"8603","Diclofenac","SR-38"
"8604","Diclofenac","Zorvolex (TN)"
"8605","Diclofenac","Spectrum_000930"
"8606","Diclofenac","GP-45,840"
"8607","Diclofenac","Diclofenac (USAN/INN)"
"8608","Diclofenac","Prestwick0_000594"
"8609","Diclofenac","Prestwick1_000594"
"8610","Diclofenac","Prestwick2_000594"
"8611","Diclofenac","Prestwick3_000594"
"8612","Diclofenac","Spectrum2_000991"
"8613","Diclofenac","Spectrum3_000385"
"8614","Diclofenac","Spectrum4_000506"
"8615","Diclofenac","Spectrum5_000867"
"8616","Diclofenac","ACMC-209d8r"
"8617","Diclofenac","Epitope ID:116873"
"8618","Diclofenac","EC 239-348-5"
"8619","Diclofenac","SCHEMBL2799"
"8620","Diclofenac","Lopac0_000441"
"8621","Diclofenac","Oprea1_011155"
"8622","Diclofenac","BSPBio_000468"
"8623","Diclofenac","BSPBio_002169"
"8624","Diclofenac","KBioGR_001051"
"8625","Diclofenac","KBioGR_002306"
"8626","Diclofenac","KBioSS_001410"
"8627","Diclofenac","KBioSS_002308"
"8628","Diclofenac","MLS006011795"
"8629","Diclofenac","BIDD:GT0380"
"8630","Diclofenac","DivK1c_000272"
"8631","Diclofenac","DivK1c_000402"
"8632","Diclofenac","SPBio_001081"
"8633","Diclofenac","SPBio_002687"
"8634","Diclofenac","BPBio1_000516"
"8635","Diclofenac","GTPL2714"
"8636","Diclofenac","ZINC1281"
"8637","Diclofenac","DTXSID6022923"
"8638","Diclofenac","BDBM13066"
"8639","Diclofenac","CTK8B0851"
"8640","Diclofenac","HMS501E04"
"8641","Diclofenac","KBio1_000272"
"8642","Diclofenac","KBio1_000402"
"8643","Diclofenac","KBio2_001410"
"8644","Diclofenac","KBio2_002306"
"8645","Diclofenac","KBio2_003978"
"8646","Diclofenac","KBio2_004874"
"8647","Diclofenac","KBio2_006546"
"8648","Diclofenac","KBio2_007442"
"8649","Diclofenac","KBio3_001389"
"8650","Diclofenac","KBio3_002786"
"8651","Diclofenac","2b17"
"8652","Diclofenac","cMAP_000014"
"8653","Diclofenac","NINDS_000272"
"8654","Diclofenac","NINDS_000402"
"8655","Diclofenac","HMS2090C10"
"8656","Diclofenac","BCP09087"
"8657","Diclofenac","BCP13860"
"8658","Diclofenac","EBD50236"
"8659","Diclofenac","KS-000001OB"
"8660","Diclofenac","ANW-21433"
"8661","Diclofenac","s6073"
"8662","Diclofenac","STK984493"
"8663","Diclofenac","AKOS001579542"
"8664","Diclofenac","CS-2862"
"8665","Diclofenac","DB00586"
"8666","Diclofenac","KS-1258"
"8667","Diclofenac","MCULE-1824024270"
"8668","Diclofenac","IDI1_000272"
"8669","Diclofenac","IDI1_000402"
"8670","Diclofenac","NCGC00021125-01"
"8671","Diclofenac","NCGC00021125-02"
"8672","Diclofenac","AC-27673"
"8673","Diclofenac","AK-75694"
"8674","Diclofenac","HY-15036"
