,unique.cellid,CGP.cellid,CCLE.cellid,GSK.cellid,NCI60.cellid,GRAY.cellid,GNE.cellid,CTRP.cellid,CGP_EMTAB3610.cellid,GDSC_rnaseq.cellid,CCLE_exome.cellid,CCLE_rnaseq.cellid,GDSC.SNP.cellid,Ben_Neel.cellid,CTRPv2.cellid,gCSI.cellid,GDSC1000.cellid,CGP.tissueid,CCLE.tissueid,GSK.tissueid,NCI60.tissueid,GRAY.tissueid,GNE.tissueid,CTRP.tissueid,CGP_EMTAB3610.tissueid,CCLE_rnaseq.tissueid,GDSC.SNP.tissueid,Cescon.cellid,Ben_Neel.tissueid,COSMIC.tissueid,unique.tissueid,CTRPv2.tissueid,gCSI.tissueid,GDSC1000.tissueid,Cleveland.cellid,Cleveland.tissueid,FIMM.cellid,FIMM.tissueid,Cellosaurus.Accession.id,PharmacoDB.id,GDSC_Exome.cellid,unique.tissueid.fromstudies,Cellosaurus.Disease.Type,CellLine.Type,Metastatic,DepMap.cellid
474,NCI-H1299,NCI-H1299,NCI-H1299,NCIH1299,NA,NA,NCI-H1299,NCIH1299,NCI-H1299,NA,NCI-H1299,NCI-H1299,NCI-H1299,NA,NCIH1299,NCI-H1299,NCI-H1299,lung,lung,lung,NA,NA,Lung,LUNG,Lung,lung,lung,NA,NA,lung,Lung,lung,Lung,lung,NCIH1299,lung,NA,NA,CVCL_0060,NCIH1299_1006_2019,NCI-H1299,lung,Large cell lung carcinoma,Cancer cell line,TRUE,ACH-000510
475,NCI-H1304,NCI-H1304,NA,NA,NA,NA,NA,NA,NCI-H1304,NCI-H1304,NA,NA,NCI-H1304,NA,NA,NA,NCI-H1304,lung,NA,NA,NA,NA,NA,NA,Lung,NA,lung,NA,NA,lung,Lung,NA,NA,lung,NA,NA,NA,NA,CVCL_1462,NCIH1304_1007_2019,NCI-H1304,lung,Small cell lung carcinoma,Cancer cell line,NA,ACH-002169
476,NCI-H1355,NCI-H1355,NCI-H1355,NCIH1355,NA,NA,NCI-H1355,NCIH1355,NCI-H1355,NA,NCI-H1355,NCI-H1355,NCI-H1355,NA,NCIH1355,NCI-H1355,NCI-H1355,lung,lung,lung,NA,NA,Lung,LUNG,Lung,lung,lung,NA,NA,lung,Lung,lung,Lung,lung,NCIH1355,lung,NA,NA,CVCL_1464,NCIH1355_1010_2019,NCI-H1355,lung,Lung adenocarcinoma,Cancer cell line,TRUE,ACH-000666
477,NCI-H1395,NCI-H1395,NCI-H1395,NCIH1395,NA,NA,NCI-H1395,NA,NCI-H1395,NA,NCI-H1395,NCI-H1395,NCI-H1395,NA,NCIH1395,NCI-H1395,NCI-H1395,lung,lung,lung,NA,NA,Lung,NA,Lung,lung,lung,NA,NA,lung,Lung,lung,NA,lung,NCIH1395,lung,NA,NA,CVCL_1467,NCIH1395_1013_2019,NCI-H1395,lung,Lung adenocarcinoma,Cancer cell line,NA,ACH-000327
478,NCI-H1417,NCI-H1417,NA,NA,NA,NA,NA,NA,NCI-H1417,NCI-H1417,NA,NA,NCI-H1417,NA,NA,NA,NCI-H1417,lung,NA,NA,NA,NA,NA,NA,lung,NA,lung,NA,NA,lung,Lung,NA,NA,lung,NA,NA,NA,NA,CVCL_1469,NCIH1417_1015_2019,NCI-H1417,lung,Small cell lung carcinoma,Cancer cell line,NA,ACH-001591
479,NCI-H1436,NCI-H1436,NCI-H1436,NCIH1436,NA,NA,NA,NA,NCI-H1436,NA,NCI-H1436,NCI-H1436,NCI-H1436,NA,NA,NA,NCI-H1436,lung,lung,lung,NA,NA,NA,NA,lung,lung,lung,NA,NA,lung,Lung,NA,NA,lung,NA,NA,NA,NA,CVCL_1471,NCIH1436_1017_2019,NCI-H1436,lung,Small cell lung carcinoma,Cancer cell line,TRUE,ACH-000830
480,NCI-H1437,NCI-H1437,NCI-H1437,NCIH1437,NA,NA,NCI-H1437,NCIH1437,NA,NA,NCI-H1437,NCI-H1437,NCI-H1437,NA,NA,NCI-H1437,NCI-H1437,lung,lung,lung,NA,NA,Lung,LUNG,NA,lung,NA,NA,NA,lung,Lung,NA,Lung,lung,NA,NA,NA,NA,CVCL_1472,NCIH1437_1018_2019,NCI-H1437,lung,Lung adenocarcinoma,Cancer cell line,TRUE,ACH-000589
481,NCI-H146,NCI-H146,NCI-H146,NCIH146,NA,NA,NCI-H146,NA,NCI-H146,NA,NCI-H146,NCI-H146,NCI-H146,NA,NCIH146,NCI-H146,NCI-H146,lung,lung,lung,NA,NA,Lung,NA,Lung,lung,NA,NA,NA,lung,Lung,lung,NA,lung,NA,NA,NA,NA,CVCL_1473,NCIH146_1019_2019,NCI-H146,lung,Small cell lung carcinoma,Cancer cell line,TRUE,ACH-000506
482,NCI-H1522,NCI-H1522,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,lung,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,lung,Lung,NA,NA,lung,NA,NA,NA,NA,CVCL_1474,NCIH1522_1020_2019,NA,lung,Small cell lung carcinoma,Cancer cell line,TRUE,NA
483,NCI-H1563,NCI-H1563,NCI-H1563,NCIH1563,NA,NA,NA,NA,NCI-H1563,NA,NCI-H1563,NCI-H1563,NCI-H1563,NA,NCIH1563,NCI-H1563,NCI-H1563,lung,lung,lung,NA,NA,NA,NA,Lung:NSCLC,lung,lung,NA,NA,lung,Lung,lung,NA,lung,NCIH1563,lung,NA,NA,CVCL_1475,NCIH1563_1021_2019,NCI-H1563,lung,Lung adenocarcinoma,Cancer cell line,NA,ACH-000892
484,NCI-H157,NCI-H157,NA,NCIH157,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,lung,NA,lung,NA,NA,NA,NA,NA,NA,NA,NA,NA,lung,Lung,NA,NA,NA,NA,NA,NA,NA,CVCL_1478,NCIH1573_1023_2019,NA,lung,Squamous cell lung carcinoma,Cancer cell line,NA,ACH-000916
485,NCI-H1573,NCI-H1573,NCI-H1573,NCIH1573,NA,NA,NCI-H1573,NCIH1573,NCI-H1573,NA,NCI-H1573,NCI-H1573,NCI-H1573,NA,NCIH1573,NCI-H1573,NCI-H1573,lung,lung,lung,NA,NA,Lung,LUNG,Lung:NSCLC,lung,lung,NA,NA,lung,Lung,lung,NA,lung,NCIH1573,lung,NA,NA,CVCL_1478,NCIH1573_1023_2019,NCI-H1573,lung,Lung adenocarcinoma,Cancer cell line,NA,NA
486,NCI-H1581,NCI-H1581,NCI-H1581,NCIH1581,NA,NA,NCI-H1581,NA,NCI-H1581,NA,NCI-H1581,NCI-H1581,NCI-H1581,NA,NCIH1581,NCI-H1581,NCI-H1581,lung,lung,lung,NA,NA,Lung,NA,Lung:NSCLC,lung,lung,NA,NA,lung,Lung,lung,Lung,lung,NA,NA,NA,NA,CVCL_1479,NCIH1581_1024_2019,NCI-H1581,lung,Large cell lung carcinoma,Cancer cell line,NA,ACH-000015
487,NCI-H1618,NCI-H1618,NCI-H1618,NCIH1618,NA,NA,NA,NA,NA,NA,NCI-H1618,NCI-H1618,NA,NA,NA,NA,NA,lung,lung,lung,NA,NA,NA,NA,NA,lung,NA,NA,NA,lung,Lung,NA,NA,lung,NA,NA,NA,NA,CVCL_1480,NCIH1618_1025_2019,NA,lung,Small cell lung carcinoma,Cancer cell line,TRUE,ACH-000179
488,NCI-H1623,NCI-H1623,NCI-H1623,NCIH1623,NA,NA,NCI-H1623,NA,NCI-H1623,NA,NCI-H1623,NCI-H1623,NCI-H1623,NA,NCIH1623,NCI-H1623,NCI-H1623,lung,lung,lung,NA,NA,Lung,NA,Lung:NSCLC,lung,lung,NA,NA,lung,Lung,lung,NA,lung,NCIH1623,lung,NA,NA,CVCL_1481,NCIH1623_1026_2019,NCI-H1623,lung,Lung adenocarcinoma,Cancer cell line,TRUE,ACH-000744
489,NCI-H1648,NCI-H1648,NCI-H1648,NA,NA,NA,NCI-H1648,NA,NCI-H1648,NA,NCI-H1648,NCI-H1648,NCI-H1648,NA,NA,NCI-H1648,NCI-H1648,lung,lung,NA,NA,NA,Lung,NA,Lung:NSCLC,lung,lung,NA,NA,lung,Lung,NA,Lung,lung,NA,NA,NA,NA,CVCL_1482,NCIH1648_1027_2019,NCI-H1648,lung,Lung adenocarcinoma,Cancer cell line,TRUE,ACH-000766
490,NCI-H1650,NCI-H1650,NCI-H1650,NCIH1650,NA,NA,NCI-H1650,NA,NCI-H1650,NA,NCI-H1650,NCI-H1650,NCI-H1650,NA,NCIH1650,NCI-H1650,NCI-H1650,lung,lung,lung,NA,NA,Lung,NA,Lung:NSCLC,lung,lung,NA,NA,lung,Lung,lung,NA,lung,NCIH1650,lung,NA,NA,CVCL_1483,NCIH1650_1028_2019,NCI-H1650,lung,Minimally invasive lung adenocarcinoma,Cancer cell line,TRUE,ACH-000035
491,NCI-H1651,NCI-H1651,NCI-H1651,NCIH1651,NA,NA,NCI-H1651,NA,NCI-H1651,NA,NCI-H1651,NCI-H1651,NCI-H1651,NA,NCIH1651,NCI-H1651,NCI-H1651,lung,lung,lung,NA,NA,Lung,NA,Lung:NSCLC,lung,lung,NA,NA,lung,Lung,lung,Lung,lung,NCIH1651,lung,NA,NA,CVCL_1484,NCIH1651_1029_2019,NCI-H1651,lung,Lung adenocarcinoma,Cancer cell line,NA,ACH-000893
492,NCI-H1666,NCI-H1666,NCI-H1666,NCIH1666,NA,NA,NCI-H1666,NCIH1666,NCI-H1666,NA,NCI-H1666,NCI-H1666,NCI-H1666,NA,NCIH1666,NCI-H1666,NCI-H1666,lung,lung,lung,NA,NA,Lung,LUNG,Lung:NSCLC,lung,lung,NA,NA,lung,Lung,lung,Lung,lung,NCIH1666,lung,NA,NA,CVCL_1485,NCIH1666_1030_2019,NCI-H1666,lung,Minimally invasive lung adenocarcinoma,Cancer cell line,TRUE,ACH-000448
493,NCI-H1693,NCI-H1693,NCI-H1693,NA,NA,NA,NCI-H1693,NA,NCI-H1693,NA,NCI-H1693,NCI-H1693,NCI-H1693,NA,NCIH1693,NCI-H1693,NCI-H1693,lung,lung,NA,NA,NA,Lung,NA,Lung:NSCLC,lung,lung,NA,NA,lung,Lung,lung,NA,lung,NA,NA,NA,NA,CVCL_1488,NCIH1693_1032_2019,NCI-H1693,lung,Lung adenocarcinoma,Cancer cell line,NA,ACH-000021
494,NCI-H1694,NCI-H1694,NCI-H1694,NCIH1694,NA,NA,NA,NCIH1694,NCI-H1694,NA,NCI-H1694,NCI-H1694,NCI-H1694,NA,NCIH1694,NA,NCI-H1694,lung,lung,lung,NA,NA,NA,LUNG,Lung,lung,lung,NA,NA,lung,Lung,lung,NA,lung,NA,NA,NA,NA,CVCL_1489,NCIH1694_1033_2019,NCI-H1694,lung,Small cell lung carcinoma,Cancer cell line,TRUE,ACH-000431
495,NCI-H1703,NCI-H1703,NCI-H1703,NCIH1703,NA,NA,NCI-H1703,NA,NCI-H1703,NA,NCI-H1703,NCI-H1703,NCI-H1703,NA,NCIH1703,NCI-H1703,NCI-H1703,lung,lung,lung,NA,NA,Lung,NA,Lung:NSCLC,lung,lung,NA,NA,lung,Lung,lung,Lung,lung,NCIH1703,lung,NA,NA,CVCL_1490,NCIH1703_1034_2019,NCI-H1703,lung,Squamous cell lung carcinoma,Cancer cell line,NA,ACH-000747
496,NCI-H1734,NCI-H1734,NCI-H1734,NA,NA,NA,NCI-H1734,NA,NCI-H1734,NA,NCI-H1734,NCI-H1734,NCI-H1734,NA,NCIH1734,NCI-H1734,NCI-H1734,lung,lung,NA,NA,NA,Lung,NA,Lung:NSCLC,lung,lung,NA,NA,lung,Lung,lung,NA,lung,NA,NA,NA,NA,CVCL_1491,NCIH1734_1035_2019,NCI-H1734,lung,Lung adenocarcinoma,Cancer cell line,NA,ACH-000675
497,NCI-H1755,NCI-H1755,NCI-H1755,NA,NA,NA,NA,NCIH1755,NCI-H1755,NA,NCI-H1755,NCI-H1755,NCI-H1755,NA,NCIH1755,NA,NCI-H1755,lung,lung,NA,NA,NA,NA,LUNG,Lung:NSCLC,lung,lung,NA,NA,lung,Lung,lung,NA,lung,NCIH1755,lung,NA,NA,CVCL_1492,NCIH1755_1036_2019,NCI-H1755,lung,Lung adenocarcinoma,Cancer cell line,TRUE,ACH-000282
498,NCI-H1770,NCI-H1770,NA,NCIH1770,NA,NA,NCI-H1770,NA,NCI-H1770,NCI-H1770,NA,NA,NCI-H1770,NA,NA,NCI-H1770,NCI-H1770,lung,NA,lung,NA,NA,Lung,NA,lung,NA,lung,NA,NA,lung,Lung,NA,NA,lung,NA,NA,NA,NA,CVCL_1493,NCIH1770_1037_2019,NCI-H1770,lung,Non-small cell lung carcinoma,Cancer cell line,TRUE,ACH-001362
499,NCI-H1792,NCI-H1792,NCI-H1792,NCIH1792,NA,NA,NCI-H1792,NCIH1792,NCI-H1792,NA,NCI-H1792,NCI-H1792,NCI-H1792,NA,NCIH1792,NCI-H1792,NCI-H1792,lung,lung,lung,NA,NA,Lung,LUNG,Lung:NSCLC,lung,lung,NA,NA,lung,Lung,lung,NA,lung,NCIH1792,lung,NA,NA,CVCL_1495,NCIH1792_1039_2019,NCI-H1792,lung,Lung adenocarcinoma,Cancer cell line,TRUE,ACH-000496
500,NCI-H1793,NCI-H1793,NCI-H1793,NCIH1793,NA,NA,NCI-H1793,NCIH1793,NCI-H1793,NA,NCI-H1793,NCI-H1793,NCI-H1793,NA,NCIH1793,NCI-H1793,NCI-H1793,lung,lung,lung,NA,NA,Lung,LUNG,Lung:NSCLC,lung,lung,NA,NA,lung,Lung,lung,NA,lung,NCIH1793,lung,NA,NA,CVCL_1496,NCIH1793_1040_2019,NCI-H1793,lung,Lung adenocarcinoma,Cancer cell line,NA,ACH-000888
501,NCI-H1838,NCI-H1838,NCI-H1838,NCIH1838,NA,NA,NCI-H1838,NA,NCI-H1838,NA,NCI-H1838,NCI-H1838,NCI-H1838,NA,NCIH1838,NCI-H1838,NCI-H1838,lung,lung,lung,NA,NA,Lung,NA,Lung:NSCLC,lung,lung,NA,NA,lung,Lung,lung,Lung,lung,NCIH1838,lung,NA,NA,CVCL_1499,NCIH1838_1042_2019,NCI-H1838,lung,Lung adenocarcinoma,Cancer cell line,NA,ACH-000733
502,NCI-H187,NCI-H187,NA,NCIH187,NA,NA,NCI-H187,NA,NCI-H187,NCI-H187,NA,NA,NCI-H187,NA,NA,NCI-H187,NCI-H187,lung,NA,lung,NA,NA,Lung,NA,Lung,NA,lung,NA,NA,lung,Lung,NA,Lung,lung,NA,NA,NA,NA,CVCL_1501,NCIH187_1044_2019,NCI-H187,lung,Small cell lung carcinoma,Cancer cell line,TRUE,ACH-001136
503,NCI-H1930,NCI-H1930,NCI-H1930,NCIH1930,NA,NA,NCI-H1930,NCIH1930,NA,NA,NCI-H1930,NCI-H1930,NA,NA,NA,NCI-H1930,NA,lung,lung,lung,NA,NA,Lung,LUNG,NA,lung,NA,NA,NA,lung,Lung,NA,NA,NA,NA,NA,NA,NA,CVCL_1507,NCIH1930_1049_2019,NA,lung,Small cell lung carcinoma,Cancer cell line,TRUE,ACH-000870
504,NCI-H1963,NCI-H1963,NCI-H1963,NA,NA,NA,NA,NCIH1963,NCI-H1963,NA,NCI-H1963,NCI-H1963,NCI-H1963,NA,NA,NA,NCI-H1963,lung,lung,NA,NA,NA,NA,LUNG,Lung,lung,lung,NA,NA,lung,Lung,NA,NA,lung,NA,NA,NA,NA,CVCL_1510,NCIH1963_1052_2019,NCI-H1963,lung,Small cell lung carcinoma,Cancer cell line,NA,ACH-000729
505,NCI-H1975,NCI-H1975,NCI-H1975,NCIH1975,NA,NA,NCI-H1975,NCIH1975,NCI-H1975,NA,NCI-H1975,NCI-H1975,NCI-H1975,NA,NCIH1975,NCI-H1975,NCI-H1975,lung,lung,lung,NA,NA,Lung,LUNG,Lung:NSCLC,lung,lung,NA,NA,lung,Lung,lung,NA,lung,NCIH1975,lung,NA,NA,CVCL_1511,NCIH1975_1053_2019,NCI-H1975,lung,Lung adenocarcinoma,Cancer cell line,NA,ACH-000587
506,NCI-H1993,NCI-H1993,NA,NCIH1993,NA,NA,NA,NA,NCI-H1993,NCI-H1993,NA,NA,NCI-H1993,NA,NA,NCI-H1993,NCI-H1993,lung,NA,lung,NA,NA,NA,NA,Lung:NSCLC,NA,lung,NA,NA,lung,Lung,NA,Lung,lung,NA,NA,NA,NA,CVCL_1512,NCIH1993_1054_2019,NCI-H1993,lung,Lung adenocarcinoma,Cancer cell line,TRUE,ACH-001137
507,NCI-H2009,NCI-H2009,NCI-H2009,NCIH2009,NA,NA,NCI-H2009,NCIH2009,NCI-H2009,NA,NCI-H2009,NCI-H2009,NCI-H2009,NA,NCIH2009,NCI-H2009,NCI-H2009,lung,lung,lung,NA,NA,Lung,LUNG,Lung,lung,lung,NA,NA,lung,Lung,lung,Lung,lung,NA,NA,NA,NA,CVCL_1514,NCIH2009_1055_2019,NCI-H2009,lung,Lung adenocarcinoma,Cancer cell line,TRUE,ACH-000886
508,NCI-H2029,NCI-H2029,NCI-H2029,NA,NA,NA,NA,NCIH2029,NCI-H2029,NA,NCI-H2029,NCI-H2029,NCI-H2029,NA,NCIH2029,NA,NCI-H2029,lung,lung,NA,NA,NA,NA,LUNG,Lung,lung,lung,NA,NA,lung,Lung,lung,NA,lung,NA,NA,NA,NA,CVCL_1516,NCIH2029_1057_2019,NCI-H2029,lung,Small cell lung carcinoma,Cancer cell line,TRUE,ACH-000298
509,NCI-H2030,NCI-H2030,NCI-H2030,NCIH2030,NA,NA,NCI-H2030,NCIH2030,NCI-H2030,NA,NCI-H2030,NCI-H2030,NCI-H2030,NA,NCIH2030,NCI-H2030,NCI-H2030,lung,lung,lung,NA,NA,Lung,LUNG,Lung,lung,lung,NA,NA,lung,Lung,lung,NA,lung,NCIH2030,lung,NA,NA,CVCL_1517,NCIH2030_1058_2019,NCI-H2030,lung,Lung adenocarcinoma,Cancer cell line,TRUE,ACH-000521
510,NCI-H2052,NCI-H2052,NCI-H2052,NCIH2052,NA,NA,NCI-H2052,NCIH2052,NCI-H2052,NA,NCI-H2052,NCI-H2052,NCI-H2052,NA,NCIH2052,NCI-H2052,NCI-H2052,pleura,pleura,lung,NA,NA,Pleura,PLEURA,Lung,pleura,lung,NA,NA,pleura,Pleura,pleura,Lung,pleura,NCIH2052,pleura,NA,NA,CVCL_1518,NCIH2052_1059_2019,NCI-H2052,pleura,Pleural sarcomatoid mesothelioma,Cancer cell line,NA,ACH-000153
511,NCI-H2081,NCI-H2081,NCI-H2081,NCIH2081,NA,NA,NCI-H2081,NCIH2081,NA,NA,NCI-H2081,NCI-H2081,NCI-H2081,NA,NCIH2081,NCI-H2081,NCI-H2081,lung,lung,lung,NA,NA,Lung,LUNG,NA,lung,lung,NA,NA,lung,Lung,lung,NA,lung,NA,NA,NA,NA,CVCL_1522,NCIH2081_1062_2019,NCI-H2081,lung,Small cell lung carcinoma,Cancer cell line,TRUE,ACH-000394
512,NCI-H2087,NCI-H2087,NCI-H2087,NCIH2087,NA,NA,NA,NA,NCI-H2087,NA,NCI-H2087,NCI-H2087,NCI-H2087,NA,NCIH2087,NA,NCI-H2087,lung,lung,lung,NA,NA,NA,NA,lung,lung,lung,NA,NA,lung,Lung,lung,NA,lung,NCIH2087,lung,NA,NA,CVCL_1524,NCIH2087_1064_2019,NCI-H2087,lung,Lung adenocarcinoma,Cancer cell line,TRUE,ACH-000841
513,NCI-H209,NCI-H209,NCI-H209,NCIH209,NA,NA,NCI-H209,NA,NCI-H209,NA,NCI-H209,NCI-H209,NCI-H209,NA,NCIH209,NCI-H209,NCI-H209,lung,lung,lung,NA,NA,Lung,NA,Lung,lung,lung,NA,NA,lung,Lung,lung,NA,lung,NA,NA,NA,NA,CVCL_1525,NCIH209_1065_2019,NCI-H209,lung,Small cell lung carcinoma,Cancer cell line,TRUE,ACH-000290
514,NCI-H2107,NCI-H2107,NA,NCIH2107,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,lung,NA,lung,NA,NA,NA,NA,NA,NA,NA,NA,NA,lung,Lung,NA,NA,lung,NA,NA,NA,NA,CVCL_1527,NCIH2107_1067_2019,NA,lung,Small cell lung carcinoma,Cancer cell line,TRUE,NA
515,NCI-H2122,NCI-H2122,NCI-H2122,NCIH2122,NA,NA,NCI-H2122,NCIH2122,NCI-H2122,NA,NCI-H2122,NCI-H2122,NCI-H2122,NA,NCIH2122,NCI-H2122,NCI-H2122,lung,lung,lung,NA,NA,Lung,LUNG,lung,lung,lung,NA,NA,lung,Lung,lung,Lung,lung,NCIH2122,lung,NA,NA,CVCL_1531,NCIH2122_1070_2019,NCI-H2122,lung,Lung adenocarcinoma,Cancer cell line,TRUE,ACH-000311
516,NCI-H2126,NCI-H2126,NCI-H2126,NCIH2126,NA,NA,NCI-H2126,NCIH2126,NCI-H2126,NA,NCI-H2126,NCI-H2126,NCI-H2126,NA,NCIH2126,NCI-H2126,NA,lung,lung,lung,NA,NA,Lung,LUNG,Lung,lung,lung,NA,NA,lung,Lung,lung,NA,lung,NA,NA,NA,NA,CVCL_1532,NCIH2126_1071_2019,NA,lung,Large cell lung carcinoma,Cancer cell line,TRUE,ACH-000785
517,NCI-H2141,NCI-H2141,NCI-H2141,NA,NA,NA,NA,NCIH2141,NCI-H2141,NCI-H2141,NA,NA,NCI-H2141,NA,NCIH2141,NA,NCI-H2141,lung,lung,NA,NA,NA,NA,LUNG,lung,NA,lung,NA,NA,lung,Lung,lung,NA,lung,NA,NA,NA,NA,CVCL_1534,NCIH2141_1073_2019,NCI-H2141,lung,Small cell lung carcinoma,Cancer cell line,TRUE,ACH-001138
518,NCI-H2170,NCI-H2170,NCI-H2170,NCIH2170,NA,NA,NCI-H2170,NA,NCI-H2170,NA,NCI-H2170,NCI-H2170,NCI-H2170,NA,NCIH2170,NCI-H2170,NCI-H2170,lung,lung,lung,NA,NA,Lung,NA,Lung:NSCLC,lung,lung,NA,NA,lung,Lung,lung,Lung,lung,NA,NA,NA,NA,CVCL_1535,NCIH2170_1074_2019,NCI-H2170,lung,Squamous cell lung carcinoma,Cancer cell line,NA,ACH-000481
519,NCI-H2171,NCI-H2171,NCI-H2171,NCIH2171,NA,NA,NCI-H2171,NA,NA,NA,NCI-H2171,NCI-H2171,NCI-H2171,NA,NCIH2171,NCI-H2171,NCI-H2171,lung,lung,lung,NA,NA,Lung,NA,NA,lung,lung,NA,NA,lung,Lung,lung,Lung,lung,NA,NA,NA,NA,CVCL_1536,NCIH2171_1075_2019,NCI-H2171,lung,Small cell lung carcinoma,Cancer cell line,TRUE,ACH-000525
520,NCI-H2196,NCI-H2196,NCI-H2196,NA,NA,NA,NCI-H2196,NA,NCI-H2196,NA,NCI-H2196,NCI-H2196,NCI-H2196,NA,NCIH2196,NCI-H2196,NCI-H2196,lung,lung,NA,NA,NA,Lung,NA,lung,lung,lung,NA,NA,lung,Lung,lung,NA,lung,NCIH2196,lung,NA,NA,CVCL_1539,NCIH2196_1077_2019,NCI-H2196,lung,Small cell lung carcinoma,Cancer cell line,TRUE,ACH-000399
521,NCI-H2227,NCI-H2227,NCI-H2227,NA,NA,NA,NA,NA,NCI-H2227,NA,NCI-H2227,NCI-H2227,NCI-H2227,NA,NA,NA,NCI-H2227,lung,lung,NA,NA,NA,NA,NA,Lung,lung,lung,NA,NA,lung,Lung,NA,NA,lung,NA,NA,NA,NA,CVCL_1542,NCIH2227_1080_2019,NCI-H2227,lung,Small cell lung carcinoma,Cancer cell line,NA,ACH-000610
522,NCI-H2228,NCI-H2228,NCI-H2228,NCIH2228,NA,NA,NCI-H2228,NA,NCI-H2228,NA,NCI-H2228,NCI-H2228,NCI-H2228,NA,NCIH2228,NCI-H2228,NCI-H2228,lung,lung,lung,NA,NA,Lung,NA,Lung,lung,lung,NA,NA,lung,Lung,lung,Lung,lung,NCIH2228,lung,NA,NA,CVCL_1543,NCIH2228_1081_2019,NCI-H2228,lung,Lung adenocarcinoma,Cancer cell line,NA,ACH-000447
523,NCI-H226,NCI-H226,NCI-H226,NCIH226,LC:NCI_H226,NA,NCI-H226,NA,NCI-H226,NA,NCI-H226,NCI-H226,NCI-H226,NA,NCIH226,NCI-H226,NCI-H226,lung,lung,lung,LC,NA,Lung,NA,pleura,lung,lung,NA,NA,lung,Pleura,lung,Lung,lung,NCIH226,lung,NA,NA,CVCL_1544,NCIH226_1082_2019,NCI-H226,lung,Pleural epithelioid mesothelioma,Cancer cell line,NA,ACH-000367
524,NCI-H2291,NCI-H2291,NCI-H2291,NA,NA,NA,NA,NA,NCI-H2291,NA,NCI-H2291,NCI-H2291,NCI-H2291,NA,NCIH2291,NA,NCI-H2291,lung,lung,NA,NA,NA,NA,NA,Lung:NSCLC,lung,lung,NA,NA,lung,Lung,lung,NA,lung,NCIH2291,lung,NA,NA,CVCL_1546,NCIH2291_1084_2019,NCI-H2291,lung,Lung adenocarcinoma,Cancer cell line,NA,ACH-000718
525,NCI-H23,NCI-H23,NCI-H23,NCIH23,LC:NCI_H23,NA,NCI-H23,NCIH23,NCI-H23,NA,NCI-H23,NCI-H23,NCI-H23,NA,NCIH23,NCI-H23,NCI-H23,lung,lung,lung,LC,NA,Lung,LUNG,Lung:NSCLC,lung,lung,NA,NA,lung,Lung,lung,Lung,lung,NCIH23,lung,NA,NA,CVCL_1547,NCIH23_1085_2019,NCI-H23,lung,Lung adenocarcinoma,Cancer cell line,NA,ACH-000900
526,NCI-H2330,NCI-H2330,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,lung,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,lung,Lung,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,lung,Small cell lung carcinoma,NA,NA,NA
527,NCI-H2342,NCI-H2342,NCI-H2342,NA,NA,NA,NA,NCIH2342,NCI-H2342,NA,NCI-H2342,NCI-H2342,NCI-H2342,NA,NCIH2342,NA,NCI-H2342,lung,lung,NA,NA,NA,NA,LUNG,Lung:NSCLC,lung,lung,NA,NA,lung,Lung,lung,NA,lung,NCIH2342,lung,NA,NA,CVCL_1549,NCIH2342_1086_2019,NCI-H2342,lung,Lung adenocarcinoma,Cancer cell line,NA,ACH-000951
528,NCI-H2347,NCI-H2347,NCI-H2347,NCIH2347,NA,NA,NCI-H2347,NA,NCI-H2347,NA,NCI-H2347,NCI-H2347,NCI-H2347,NA,NA,NCI-H2347,NCI-H2347,lung,lung,lung,NA,NA,Lung,NA,Lung:NSCLC,lung,lung,NA,NA,lung,Lung,NA,Lung,lung,NA,NA,NA,NA,CVCL_1550,NCIH2347_1087_2019,NCI-H2347,lung,Lung adenocarcinoma,Cancer cell line,NA,ACH-000875
529,NCI-H2405,NCI-H2405,NCI-H2405,NCIH2405,NA,NA,NA,NCIH2405,NCI-H2405,NA,NCI-H2405,NCI-H2405,NCI-H2405,NA,NCIH2405,NCI-H2405,NCI-H2405,lung,lung,lung,NA,NA,NA,LUNG,Lung:NSCLC,lung,lung,NA,NA,lung,Lung,lung,Lung,lung,NCIH2405,lung,NA,NA,CVCL_1551,NCIH2405_1090_2019,NCI-H2405,lung,Lung adenocarcinoma,Cancer cell line,NA,ACH-000121
530,NCI-H2452,NCI-H2452,NCI-H2452,NA,NA,NA,NCI-H2452,NA,NCI-H2452,NA,NCI-H2452,NCI-H2452,NCI-H2452,NA,NCIH2452,NCI-H2452,NCI-H2452,pleura,pleura,NA,NA,NA,Lung,NA,Lung,pleura,lung,NA,NA,pleura,Pleura,pleura,Lung,pleura,NCIH2452,pleura,NA,NA,CVCL_1553,NCIH2452_1092_2019,NCI-H2452,pleura,Pleural biphasic mesothelioma,Cancer cell line,NA,ACH-000092
